Destination ID,Attraction,Hotel Name,Location,Review (short),Rating (approx.),Price,Province
343,Laukaha Border Market,NO,NO,NO,NO,NO,2
344,Local Homestays & Village Experiences,NO,NO,NO,NO,NO,2
344,Local Homestays & Village Experiences,NO,NO,NO,NO,NO,2
344,Local Homestays & Village Experiences,NO,NO,NO,NO,NO,2
345,Local Seasonal Festivals (Remote Villages),NO,NO,NO,NO,NO,2
345,Local Seasonal Festivals (Remote Villages),NO,NO,NO,NO,NO,2
345,Local Seasonal Festivals (Remote Villages),NO,NO,NO,NO,NO,2
346,Madhesh Museum & Cultural Center,Hotel Mystic Mithila,"Shiva Chowk Station Road, Janakpur 45600",Budget-friendly museum stay,3.8,Low (~$10–20),2
346,Madhesh Museum & Cultural Center,Hotel sara,"Station road, Janakpur 45600",Comfortable mid-range stay,4,Medium (~$35–60),2
346,Madhesh Museum & Cultural Center,Hotel Royal Mithila,"shiv chowk, Janakpur 45600",Luxury resort near museum,4,High (~$90+),2
347,Minor Ghats & River Confluences,NO,NO,NO,NO,NO,2
347,Minor Ghats & River Confluences,NO,NO,NO,NO,NO,2
347,Minor Ghats & River Confluences,NO,NO,NO,NO,NO,2
348,Minor Heritage Sites,NO,NO,NO,NO,NO,2
348,Minor Heritage Sites,NO,NO,NO,NO,NO,2
348,Minor Heritage Sites,NO,NO,NO,NO,NO,2
349,Minor Village Temples (Sarlahi/Bara/Rautahat),NO,NO,NO,NO,NO,2
349,Minor Village Temples (Sarlahi/Bara/Rautahat),NO,NO,NO,NO,NO,2
349,Minor Village Temples (Sarlahi/Bara/Rautahat),NO,NO,NO,NO,NO,2
350,Mithila Art Sites,Hotel Rama,Janakpur 45600,Budget-friendly stay,4.2,Low (~$10–20),2
350,Mithila Art Sites,Hotel Mystic Mithila,"Shiva Chowk Station Road, Janakpur 45600",Comfortable mid-range stay,4.1,Medium (~$35–60),2
350,Mithila Art Sites,Hotel Royal Mithila,"shiv chowk, Janakpur 45600",Luxury stay near art sites,4,High (~$90+),2
351,Mithila Cultural Park,NO,NO,NO,NO,NO,2
351,Mithila Cultural Park,NO,NO,NO,NO,NO,2
351,Mithila Cultural Park,NO,NO,NO,NO,NO,2
352,Mithila Painting Workshop,NO,NO,NO,NO,NO,2
352,Mithila Painting Workshop,NO,NO,NO,NO,NO,2
352,Mithila Painting Workshop,NO,NO,NO,NO,NO,2
353,Parsa National Park,NO,NO,NO,NO,NO,2
353,Parsa National Park,NO,NO,NO,NO,NO,2
353,Parsa National Park,NO,NO,NO,NO,NO,2
354,Pipara (Historical Site),NO,NO,NO,NO,NO,2
354,Pipara (Historical Site),NO,NO,NO,NO,NO,2
354,Pipara (Historical Site),NO,NO,NO,NO,NO,2
355,Rajdevi Temple,NO,NO,NO,NO,NO,2
355,Rajdevi Temple,NO,NO,NO,NO,NO,2
355,Rajdevi Temple,NO,NO,NO,NO,NO,2
356,Ram Janaki Temple,Hotel Mystic Mithila,"Shiva Chowk Station Road, Janakpur 45600",Budget-friendly stay,4.3,Low (~$10–20),2
356,Ram Janaki Temple,Hotel Welcome,"Shiv chowk, Janakpur 45600",Comfortable mid-range rooms,4.1,Medium (~$35–60),2
356,Ram Janaki Temple,Atithi Thakali Kitchen and hotel,Janakpur 45600,Luxury temple-side resort,4.2,High (~$90+),2
357,Raxaul / Bhitthamore Border,NO,NO,NO,NO,NO,2
357,Raxaul / Bhitthamore Border,NO,NO,NO,NO,NO,2
357,Raxaul / Bhitthamore Border,NO,NO,NO,NO,NO,2
358,Raxaul Border / Bhitthamore Market,NO,NO,NO,NO,NO,2
358,Raxaul Border / Bhitthamore Market,NO,NO,NO,NO,NO,2
358,Raxaul Border / Bhitthamore Market,NO,NO,NO,NO,NO,2
359,Sakhuwa Mahadev Temple,NO,NO,NO,NO,NO,2
359,Sakhuwa Mahadev Temple,NO,NO,NO,NO,NO,2
359,Sakhuwa Mahadev Temple,NO,NO,NO,NO,NO,2
360,Salhesh Botanical Garden,NO,NO,NO,NO,NO,2
360,Salhesh Botanical Garden,NO,NO,NO,NO,NO,2
360,Salhesh Botanical Garden,NO,NO,NO,NO,NO,2
361,Sarlahi,NO,NO,NO,NO,NO,2
361,Sarlahi,NO,NO,NO,NO,NO,2
361,Sarlahi,NO,NO,NO,NO,NO,2
362,Sarlahi Minor Cultural Site,NO,NO,NO,NO,NO,2
362,Sarlahi Minor Cultural Site,NO,NO,NO,NO,NO,2
362,Sarlahi Minor Cultural Site,NO,NO,NO,NO,NO,2
363,Shivala Temple,NO,NO,NO,NO,NO,2
363,Shivala Temple,NO,NO,NO,NO,NO,2
363,Shivala Temple,NO,NO,NO,NO,NO,2
364,Shivala Temple (Dhanusha),NO,NO,NO,NO,NO,2
364,Shivala Temple (Dhanusha),NO,NO,NO,NO,NO,2
364,Shivala Temple (Dhanusha),NO,NO,NO,NO,NO,2
365,Simraungadh,Kundan Hotel,"V39W+P6G, Simraungadh 01",Budget-friendly stay,4.2,Low (~$10–20),2
365,Simraungadh,Laxmi hotel,"V4M6+GP2, Unnamed Road, Simraungadh 44400",Comfortable mid-range stay,4.1,Medium (~$35–60),2
365,Simraungadh,HUSEN MUSLIM HOTEL,"V4RM+RRR, Bam Nahar Road, Simraungadh 44400",Luxury resort,4,High (~$90+),2
366,Sirsia Bird Sanctuary,NO,NO,NO,NO,NO,2
366,Sirsia Bird Sanctuary,NO,NO,NO,NO,NO,2
366,Sirsia Bird Sanctuary,NO,NO,NO,NO,NO,2
367,Small Wetlands & Ponds (Saptari/Dhanusha),NO,NO,NO,NO,NO,2
367,Small Wetlands & Ponds (Saptari/Dhanusha),NO,NO,NO,NO,NO,2
367,Small Wetlands & Ponds (Saptari/Dhanusha),NO,NO,NO,NO,NO,2
368,Tharu Villages,NO,NO,NO,NO,NO,2
368,Tharu Villages,NO,NO,NO,NO,NO,2
368,Tharu Villages,NO,NO,NO,NO,NO,2
369,Tilathi Ghat,NO,NO,NO,NO,NO,2
369,Tilathi Ghat,NO,NO,NO,NO,NO,2
369,Tilathi Ghat,NO,NO,NO,NO,NO,2
370,Tilathi–Koilabas Border Village,NO,NO,NO,NO,NO,2
370,Tilathi–Koilabas Border Village,NO,NO,NO,NO,NO,2
370,Tilathi–Koilabas Border Village,NO,NO,NO,NO,NO,2
371,Tulsipur Cultural Center,NO,NO,NO,NO,NO,2
371,Tulsipur Cultural Center,NO,NO,NO,NO,NO,2
371,Tulsipur Cultural Center,NO,NO,NO,NO,NO,2
372,Chhinnamasta Riverbank Areas,NO,NO,NO,NO,NO,2
372,Chhinnamasta Riverbank Areas,NO,NO,NO,NO,NO,2
372,Chhinnamasta Riverbank Areas,NO,NO,NO,NO,NO,2
373,Tulsipur Cultural Center,NO,NO,NO,NO,NO,2
373,Tulsipur Cultural Center,NO,NO,NO,NO,NO,2
373,Tulsipur Cultural Center,NO,NO,NO,NO,NO,2
374,Small Wetlands & Ponds (Saptari/Dhanusha),NO,NO,NO,NO,NO,2
374,Small Wetlands & Ponds (Saptari/Dhanusha),NO,NO,NO,NO,NO,2
374,Small Wetlands & Ponds (Saptari/Dhanusha),NO,NO,NO,NO,NO,2
375,Birgunj Heritage Sites,Annapurna Hotel Nepal,"Ganesh Man Chowk, Birgunj 44300",Budget-friendly stay,3.8,Low (~$10–20),2
375,Birgunj Heritage Sites,Diyalo Lords Plaza,"2V6F+MFW, Adarsh Nagar,Opposite Rastriya Banijya Bank Building, Birgunj 44300",Comfortable mid-range stay,4,Medium (~$35–60),2
375,Birgunj Heritage Sites,Hotel Everest,"2VCH+FMM, Link Rd, Birgunj 44300",Luxury stay near heritage sites,4.1,High (~$90+),2
376,Dhobi Tole / Cultural Street,NO,NO,NO,NO,NO,2
376,Dhobi Tole / Cultural Street,NO,NO,NO,NO,NO,2
376,Dhobi Tole / Cultural Street,NO,NO,NO,NO,NO,2
377,Madhesh Museum & Cultural Center,Hotel Mystic Mithila,"Shiva Chowk Station Road, Janakpur 45600",Budget-friendly museum stay,4.3,Low (~$10–20),2
377,Madhesh Museum & Cultural Center,Hotel sara,"Station road, Janakpur 45600",Comfortable mid-range stay,3.8,Medium (~$35–60),2
377,Madhesh Museum & Cultural Center,Hotel Royal Mithila,"shiv chowk, Janakpur 45600",Luxury resort near museum,4,High (~$90+),2
378,Tharu Villages,NO,NO,NO,NO,NO,2
378,Tharu Villages,NO,NO,NO,NO,NO,2
378,Tharu Villages,NO,NO,NO,NO,NO,2
379,Sakhuwa Mahadev Temple (Sarlahi),NO,NO,NO,NO,NO,2
379,Sakhuwa Mahadev Temple (Sarlahi),NO,NO,NO,NO,NO,2
379,Sakhuwa Mahadev Temple (Sarlahi),NO,NO,NO,NO,NO,2
380,Gamhariya Village,NO,NO,NO,NO,NO,2
380,Gamhariya Village,NO,NO,NO,NO,NO,2
380,Gamhariya Village,NO,NO,NO,NO,NO,2
381,Kalyanpur Ghat,NO,NO,NO,NO,NO,2
381,Kalyanpur Ghat,NO,NO,NO,NO,NO,2
381,Kalyanpur Ghat,NO,NO,NO,NO,NO,2
382,Rajdevi Temple,NO,NO,NO,NO,NO,2
382,Rajdevi Temple,NO,NO,NO,NO,NO,2
382,Rajdevi Temple,NO,NO,NO,NO,NO,2
383,Tilathi Ghat,NO,NO,NO,NO,NO,2
383,Tilathi Ghat,NO,NO,NO,NO,NO,2
383,Tilathi Ghat,NO,NO,NO,NO,NO,2
384,Shivala Temple,NO,NO,NO,NO,NO,2
384,Shivala Temple,NO,NO,NO,NO,NO,2
384,Shivala Temple,NO,NO,NO,NO,NO,2
385,Chure Hills (Eastern Belt),NO,NO,NO,NO,NO,2
385,Chure Hills (Eastern Belt),NO,NO,NO,NO,NO,2
385,Chure Hills (Eastern Belt),NO,NO,NO,NO,NO,2
386,Tilathi–Koilabas Border Village,NO,NO,NO,NO,NO,2
386,Tilathi–Koilabas Border Village,NO,NO,NO,NO,NO,2
386,Tilathi–Koilabas Border Village,NO,NO,NO,NO,NO,2
387,Simraungadh,Kundan Hotel,"V39W+P6G, Simraungadh 01",A cozy stay with basic comforts and local charm.,3.9,Low (~$15–25),2
387,Simraungadh,Laxmi hotel,"V4M6+GP2, Unnamed Road, Simraungadh 44400",Great mid-range option for family visits.,4.1,Medium (~$40–70),2
387,Simraungadh,HUSEN MUSLIM HOTEL,"V4RM+RRR, Bam Nahar Road, Simraungadh 44400",Luxurious retreat with exceptional service.,4,High (~$120–200),2
388,Sarlahi Minor Cultural Site,NO,NO,NO,NO,NO,2
388,Sarlahi Minor Cultural Site,NO,NO,NO,NO,NO,2
388,Sarlahi Minor Cultural Site,NO,NO,NO,NO,NO,2
389,Dhanushadham (Dhanusha),NO,NO,NO,NO,NO,2
389,Dhanushadham (Dhanusha),NO,NO,NO,NO,NO,2
389,Dhanushadham (Dhanusha),NO,NO,NO,NO,NO,2
390,Chinnamasta Bhagawati Temple,NO,NO,NO,NO,NO,2
390,Chinnamasta Bhagawati Temple,NO,NO,NO,NO,NO,2
390,Chinnamasta Bhagawati Temple,NO,NO,NO,NO,NO,2
391,Sarlahi,NO,NO,NO,NO,NO,2
391,Sarlahi,NO,NO,NO,NO,NO,2
391,Sarlahi,NO,NO,NO,NO,NO,2
392,Laukaha Border Market (Siraha),NO,NO,NO,NO,NO,2
392,Laukaha Border Market (Siraha),NO,NO,NO,NO,NO,2
392,Laukaha Border Market (Siraha),NO,NO,NO,NO,NO,2
393,Tulsipur Cultural Center (Mahottari),NO,NO,NO,NO,NO,2
393,Tulsipur Cultural Center (Mahottari),NO,NO,NO,NO,NO,2
393,Tulsipur Cultural Center (Mahottari),NO,NO,NO,NO,NO,2
394,Sakhuwa Mahadev Temple (Sarlahi),NO,NO,NO,NO,NO,2
394,Sakhuwa Mahadev Temple (Sarlahi),NO,NO,NO,NO,NO,2
394,Sakhuwa Mahadev Temple (Sarlahi),NO,NO,NO,NO,NO,2
395,Birgunj Heritage Sites (Parsa),Annapurna Hotel Nepal,"Ganesh Man Chowk, Birgunj 44300",Good hospitality at an affordable price.,4,Low (~$20-30),2
395,Birgunj Heritage Sites (Parsa),Diyalo Lords Plaza,"2V6F+MFW, Adarsh Nagar,Opposite Rastriya Banijya Bank Building, Birgunj 44300",Comfortable stay and friendly staff.,4.1,Medium (~$35-60),2
395,Birgunj Heritage Sites (Parsa),Hotel Everest,"2VCH+FMM, Link Rd, Birgunj 44300",Premium facilities with stunning surroundings.,4,High (~$80+),2
396,Bardibas,Bardibas Resort,"2W54+M85, BP Hwy, Bardibas 45701","Decent rooms, perfect for budget travelers.",4,Low (~$20-30),2
396,Bardibas,Hotel Atithi Devo Bhava,"XVQX+9HP, Bardibas 45701",Comfortable stay and friendly staff.,4,Medium (~$40-70),2
396,Bardibas,Hotel Kavaana,Bardibas 45701,Luxurious retreat with exceptional service.,3.8,High (~$90+),2
397,Laxminiya,Baba Ko Dhaba,"Laxminiya Janakpur Dham, 45600",A cozy stay with basic comforts and local charm.,4.1,Low (~$20-30),2
397,Laxminiya,NO,NO,NO,NO,NO,2
397,Laxminiya,NO,NO,NO,NO,NO,2
398,Belgachhi,NO,NO,NO,NO,NO,2
398,Belgachhi,NO,NO,NO,NO,NO,2
398,Belgachhi,NO,NO,NO,NO,NO,2
399,Hathilet,NO,NO,NO,NO,NO,2
399,Hathilet,NO,NO,NO,NO,NO,2
399,Hathilet,NO,NO,NO,NO,NO,2
400,Dhalkebar,NO,NO,NO,NO,NO,2
400,Dhalkebar,NO,NO,NO,NO,NO,2
400,Dhalkebar,NO,NO,NO,NO,NO,2
401,Batauwa,NO,NO,NO,NO,NO,2
401,Batauwa,NO,NO,NO,NO,NO,2
401,Batauwa,NO,NO,NO,NO,NO,2
402,Bharatpur,Ila comfort,"M7QP+8XP, Mahendra Hwy, Gaindakot 33000",Good hospitality at an affordable price.,4,Low (~$7-20),2
402,Bharatpur,Bagaicha Adventure Resort,"Harkapur, Gaindakot-11, 33003",Comfortable stay and friendly staff.,4,Medium (~$30-45),2
402,Bharatpur,CG Unnati Cultural Village,"Gaidakot Harkapur-12, 33003",Luxurious retreat with exceptional service.,3.8,High (~$70+),2
403,Fulakaha,NO,NO,NO,NO,NO,2
403,Fulakaha,NO,NO,NO,NO,NO,2
403,Fulakaha,NO,NO,NO,NO,NO,2
404,Birgunj,Hotel Vishuwa,"2V7Q+63Q, By-Pass Road, Vishuwa-18, Birgunj 44400",Good hospitality at an affordable price.,4.2,Low (~$20-30),2
404,Birgunj,Hotel Shah Paradise,"बिरगंज बाइपास रोड, Birgunj 44300",Great mid-range option for family visits.,4,Medium (~$40-70),2
404,Birgunj,Capital O 507 Hotel Makalu,"H02, Birgunj 44300",Premium facilities with stunning surroundings.,4.1,High (~$100+),2
405,Motisar,NO,NO,NO,NO,NO,2
405,Motisar,NO,NO,NO,NO,NO,2
405,Motisar,NO,NO,NO,NO,NO,2
406,Bhatauda,NO,NO,NO,NO,NO,2
406,Bhatauda,NO,NO,NO,NO,NO,2
406,Bhatauda,NO,NO,NO,NO,NO,2
407,Kalaiya,Hotel Vishuwa,"2V7Q+63Q, By-Pass Road, Vishuwa-18, Birgunj 44400",A cozy stay with basic comforts and local charm.,3.7,Low (~$20-30),2
407,Kalaiya,Hotel Shah Paradise,"बिरगंज बाइपास रोड, Birgunj 44300",Pleasant ambiance with good food and amenities.,4,Medium (~$35-60),2
407,Kalaiya,Capital O 507 Hotel Makalu,"H02, Birgunj 44300",Luxurious retreat with exceptional service.,3.9,High (~$80+),2
408,Karaiya,NO,NO,NO,NO,NO,2
408,Karaiya,NO,NO,NO,NO,NO,2
408,Karaiya,NO,NO,NO,NO,NO,2
409,Maheshpur,NO,NO,NO,NO,NO,2
409,Maheshpur,NO,NO,NO,NO,NO,2
409,Maheshpur,NO,NO,NO,NO,NO,2
410,Dohari,NO,NO,NO,NO,NO,2
410,Dohari,NO,NO,NO,NO,NO,2
410,Dohari,NO,NO,NO,NO,NO,2
411,Bhodaha,NO,NO,NO,NO,NO,2
411,Bhodaha,NO,NO,NO,NO,NO,2
411,Bhodaha,NO,NO,NO,NO,NO,2
412,Haraiya,NO,NO,NO,NO,NO,2
412,Haraiya,NO,NO,NO,NO,NO,2
412,Haraiya,NO,NO,NO,NO,NO,2
413,Kolhabi,NO,NO,NO,NO,NO,2
413,Kolhabi,NO,NO,NO,NO,NO,2
413,Kolhabi,NO,NO,NO,NO,NO,2
414,Rangapur,NO,NO,NO,NO,NO,2
414,Rangapur,NO,NO,NO,NO,NO,2
414,Rangapur,NO,NO,NO,NO,NO,2
415,Chandrapur,Gautam Hotel Chapur,Chandrapur 00977,A cozy stay with basic comforts and local charm.,4,Medium (~$35-60),2
415,Chandrapur,Hotel Aarohi,"49F3+F84, Mahendra Hwy, Chandrapur 44515",Great mid-range option for family visits.,4.2,High (~$80+),2
415,Chandrapur,SPOT ON 586 Hotel A.n Plaza,"Hotel A.N Plaza Chandrapur, Chapur 44515",Premium facilities with stunning surroundings.,3.9,Medium (~$35-60),2
416,Paurai,NO,NO,NO,NO,NO,2
416,Paurai,NO,NO,NO,NO,NO,2
416,Paurai,NO,NO,NO,NO,NO,2
417,Pahritol,NO,NO,NO,NO,NO,2
417,Pahritol,NO,NO,NO,NO,NO,2
417,Pahritol,NO,NO,NO,NO,NO,2
418,Sakhuwa Dhamaura,NO,NO,NO,NO,NO,2
418,Sakhuwa Dhamaura,NO,NO,NO,NO,NO,2
418,Sakhuwa Dhamaura,NO,NO,NO,NO,NO,2
419,Pratappur Paltuwa,NO,NO,NO,NO,NO,2
419,Pratappur Paltuwa,NO,NO,NO,NO,NO,2
419,Pratappur Paltuwa,NO,NO,NO,NO,NO,2
420,Laxmipur Belbichawa,NO,NO,NO,NO,NO,2
420,Laxmipur Belbichawa,NO,NO,NO,NO,NO,2
420,Laxmipur Belbichawa,NO,NO,NO,NO,NO,2
421,Faparbari,NO,NO,NO,NO,NO,2
421,Faparbari,NO,NO,NO,NO,NO,2
421,Faparbari,NO,NO,NO,NO,NO,2
422,Balchanpur,NO,NO,NO,NO,NO,2
422,Balchanpur,NO,NO,NO,NO,NO,2
422,Balchanpur,NO,NO,NO,NO,NO,2
423,Nijgadh,NO,NO,NO,NO,NO,2
423,Nijgadh,NO,NO,NO,NO,NO,2
423,Nijgadh,NO,NO,NO,NO,NO,2
424,Dhiyal,NO,NO,NO,NO,NO,2
424,Dhiyal,NO,NO,NO,NO,NO,2
424,Dhiyal,NO,NO,NO,NO,NO,2
425,Kudawa,NO,NO,NO,NO,NO,2
425,Kudawa,NO,NO,NO,NO,NO,2
425,Kudawa,NO,NO,NO,NO,NO,2
426,Amarpatti,NO,NO,NO,NO,NO,2
426,Amarpatti,NO,NO,NO,NO,NO,2
426,Amarpatti,NO,NO,NO,NO,NO,2
427,Pathera,NO,NO,NO,NO,NO,2
427,Pathera,NO,NO,NO,NO,NO,2
427,Pathera,NO,NO,NO,NO,NO,2
428,Mahendra Adarsha,NO,NO,NO,NO,NO,2
428,Mahendra Adarsha,NO,NO,NO,NO,NO,2
428,Mahendra Adarsha,NO,NO,NO,NO,NO,2
429,Saunaraniya,NO,NO,NO,NO,NO,2
429,Saunaraniya,NO,NO,NO,NO,NO,2
429,Saunaraniya,NO,NO,NO,NO,NO,2
430,Paterwa,NO,NO,NO,NO,NO,2
430,Paterwa,NO,NO,NO,NO,NO,2
430,Paterwa,NO,NO,NO,NO,NO,2
431,Tedhakatti,NO,NO,NO,NO,NO,2
431,Tedhakatti,NO,NO,NO,NO,NO,2
431,Tedhakatti,NO,NO,NO,NO,NO,2
432,Tengraha,NO,NO,NO,NO,NO,2
432,Tengraha,NO,NO,NO,NO,NO,2
432,Tengraha,NO,NO,NO,NO,NO,2
433,Maryadpur,NO,NO,NO,NO,NO,2
433,Maryadpur,NO,NO,NO,NO,NO,2
433,Maryadpur,NO,NO,NO,NO,NO,2
434,Katahariya,NO,NO,NO,NO,NO,2
434,Katahariya,NO,NO,NO,NO,NO,2
434,Katahariya,NO,NO,NO,NO,NO,2
435,Dudhouli,NO,NO,NO,NO,NO,2
435,Dudhouli,NO,NO,NO,NO,NO,2
435,Dudhouli,NO,NO,NO,NO,NO,2
436,Bagahi,NO,NO,NO,NO,NO,2
436,Bagahi,NO,NO,NO,NO,NO,2
436,Bagahi,NO,NO,NO,NO,NO,2
437,Garuda,NO,NO,NO,NO,NO,2
437,Garuda,NO,NO,NO,NO,NO,2
437,Garuda,NO,NO,NO,NO,NO,2
438,Dharampur,NO,NO,NO,NO,NO,2
438,Dharampur,NO,NO,NO,NO,NO,2
438,Dharampur,NO,NO,NO,NO,NO,2
439,Sangrampur,NO,NO,NO,NO,NO,2
439,Sangrampur,NO,NO,NO,NO,NO,2
439,Sangrampur,NO,NO,NO,NO,NO,2
440,Bahuwa Madanpur,NO,NO,NO,NO,NO,2
440,Bahuwa Madanpur,NO,NO,NO,NO,NO,2
440,Bahuwa Madanpur,NO,NO,NO,NO,NO,2
441,Umarjan,NO,NO,NO,NO,NO,2
441,Umarjan,NO,NO,NO,NO,NO,2
441,Umarjan,NO,NO,NO,NO,NO,2
442,Rampurwa,NO,NO,NO,NO,NO,2
442,Rampurwa,NO,NO,NO,NO,NO,2
442,Rampurwa,NO,NO,NO,NO,NO,2
443,Laxminiya,NO,NO,NO,NO,NO,2
443,Laxminiya,NO,NO,NO,NO,NO,2
443,Laxminiya,NO,NO,NO,NO,NO,2
444,Kanakpur,NO,NO,NO,NO,NO,2
444,Kanakpur,NO,NO,NO,NO,NO,2
444,Kanakpur,NO,NO,NO,NO,NO,2
445,Chandrapur,Gautam Hotel Chapur,Chandrapur 00977,Good hospitality at an affordable price.,4,Mid: $30–$50,2
445,Chandrapur,Hotel Aarohi,"49F3+F84, Mahendra Hwy, Chandrapur 44515",Pleasant ambiance with good food and amenities.,4.2,Low: $10–$20,2
445,Chandrapur,SPOT ON 586 Hotel A.n Plaza,"Hotel A.N Plaza Chandrapur, Chapur 44515",Premium facilities with stunning surroundings.,4,Mid: $20–$40,2
446,Lokaha,NO,NO,NO,NO,NO,2
446,Lokaha,NO,NO,NO,NO,NO,2
446,Lokaha,NO,NO,NO,NO,NO,2
447,Nuwakot Micro Lake,NO,NO,NO,NO,NO,3
447,Nuwakot Micro Lake,NO,NO,NO,NO,NO,3
447,Nuwakot Micro Lake,NO,NO,NO,NO,NO,3
448,Kaleshwor Mahadev Temple,Kaleshwor Hillside Guest House,"F9GQ+4C3, Gotikhel 44700",A cozy stay with basic comforts and local charm.,4.1,Mid: $25–$45,3
448,Kaleshwor Mahadev Temple,NO,NO,NO,NO,NO,3
448,Kaleshwor Mahadev Temple,NO,NO,NO,NO,NO,3
449,Bhimeshwor Temple,Kalinchowk Heaven Resort Pvt Ltd,"M3HG+287, Jiri Road, Bhimeshwor Municipality 45500","Decent rooms, perfect for budget travelers.",4,Mid: $25–$45,3
449,Bhimeshwor Temple,Hotel,"M3HG+FF3, Bhimeshwor Municipality 45500",Pleasant ambiance with good food and amenities.,4,Low: $12–$25,3
449,Bhimeshwor Temple,NO,NO,NO,NO,NO,3
450,Rasuwagadhi Fort,NO,NO,NO,NO,NO,3
450,Rasuwagadhi Fort,NO,NO,NO,NO,NO,3
450,Rasuwagadhi Fort,NO,NO,NO,NO,NO,3
451,Balthali Village,NO,NO,NO,NO,NO,3
451,Balthali Village,NO,NO,NO,NO,NO,3
451,Balthali Village,NO,NO,NO,NO,NO,3
452,Bajrabarahi Temple,NO,NO,NO,NO,NO,3
452,Bajrabarahi Temple,NO,NO,NO,NO,NO,3
452,Bajrabarahi Temple,NO,NO,NO,NO,NO,3
453,Langtang Valley,NO,NO,NO,NO,NO,3
453,Langtang Valley,NO,NO,NO,NO,NO,3
453,Langtang Valley,NO,NO,NO,NO,NO,3
454,Phulchoki Viewpoints,NO,NO,NO,NO,NO,3
454,Phulchoki Viewpoints,NO,NO,NO,NO,NO,3
454,Phulchoki Viewpoints,NO,NO,NO,NO,NO,3
455,Lele Village,NO,NO,NO,NO,NO,3
455,Lele Village,NO,NO,NO,NO,NO,3
455,Lele Village,NO,NO,NO,NO,NO,3
456,Chisapani,Hotel Country Villa,"Naldum Road, 44812",Good hospitality at an affordable price.,4,Mid: $25–$45,3
456,Chisapani,No,No,No,No,No,3
456,Chisapani,No,No,No,No,No,3
457,Gosaikunda Lesser Spots,No,No,No,No,No,3
457,Gosaikunda Lesser Spots,No,No,No,No,No,3
457,Gosaikunda Lesser Spots,No,No,No,No,No,3
458,Paldor Peak Base Camp,No,No,No,No,No,3
458,Paldor Peak Base Camp,No,No,No,No,No,3
458,Paldor Peak Base Camp,No,No,No,No,No,3
459,Ganga Jamuna Waterfall,No,No,No,No,No,3
459,Ganga Jamuna Waterfall,No,No,No,No,No,3
459,Ganga Jamuna Waterfall,No,No,No,No,No,3
460,Sailung,NO,NO,NO,NO,NO,3
460,Sailung,NO,NO,NO,NO,NO,3
460,Sailung,NO,NO,NO,NO,NO,3
461,Kamalamai Temple,NO,NO,NO,NO,NO,3
461,Kamalamai Temple,NO,NO,NO,NO,NO,3
461,Kamalamai Temple,NO,NO,NO,NO,NO,3
462,Ayurvedic Spas (Kathmandu),Rest Up Kathmandu Hostel,"P875+G7F, 16 Paknajol Marg, Kathmandu 44600","Decent rooms, perfect for budget travelers.",4,Mid: $25–$45,3
462,Ayurvedic Spas (Kathmandu),Hotel Ruza,"P875+5FR, Kathmandu 44600",Pleasant ambiance with good food and amenities.,3.9,Low: $12–$25,3
462,Ayurvedic Spas (Kathmandu),Kathmandu Madhuban Guest House,"Paknajol Marg, Kathmandu 44600",Top-notch experience and beautiful design.,3.8,High: $40–$70,3
463,Yoga n Meditation Retreats (Nagarkot/Dhulikhel),Himalaya Drishya Resort,"Unnamed Road, Dhulikhel 45200",Good hospitality at an affordable price.,4,Mid: $25–$45,3
463,Yoga n Meditation Retreats (Nagarkot/Dhulikhel),Asha Lodges,"Asha Lodges, Araniko Highway, Dhulikhel 45200",Comfortable stay and friendly staff.,4.1,Low: $12–$25,3
463,Yoga n Meditation Retreats (Nagarkot/Dhulikhel),Hotel Himalayan Horizon,"Bansghari, Dhulikhel, धुलिखेल नगरपालिका 45200",Luxurious retreat with exceptional service.,3.9,High: $40–$70,3
464,Garden of Dreams,Keshar Studio Apartment 3.0,"Keshar Mahal Marg, Kathmandu 44700",Good hospitality at an affordable price.,4,Mid: $25–$45,3
464,Garden of Dreams,Red Planet Guest House,"Keshar Mahal Marg, Kathmandu 44600",Comfortable stay and friendly staff.,4,Low: $12–$25,3
464,Garden of Dreams,Hotel Banana Pvt Ltd,"Keshar Mahal Marg, Kathmandu 44600",Luxurious retreat with exceptional service.,3.9,High: $40–$70,3
465,Ruby Valley,Tipling Homestay,"Rubyvalley Rural Municipality Ward No.1, Tipling 45100",A cozy stay with basic comforts and local charm.,4.1,Mid: $25–$45,3
465,Ruby Valley,Puru,"54X8+PH, Tipling 45100",Comfortable stay and friendly staff.,4,Low: $12–$25,3
465,Ruby Valley,Ghale Kanchha Hotel and Lodge,"55RX+2QH, Tipling 45100",Luxurious retreat with exceptional service.,3.8,High: $40–$70,3
466,Nagarkot,Himalaya Drishya Resort,"Unnamed Road, Dhulikhel 45200",Good hospitality at an affordable price.,4.1,Mid: $25–$45,3
466,Nagarkot,Asha Lodges,"Asha Lodges, Araniko Highway, Dhulikhel 45200",Comfortable stay and friendly staff.,4,Low: $12–$25,3
466,Nagarkot,Hotel Himalayan Horizon,"Bansghari, Dhulikhel, धुलिखेल नगरपालिका 45200",Luxurious retreat with exceptional service.,4.1,High: $40–$70,3
467,Changu Narayan Temple,The Nest Guest House,Changunarayan 44600,Good hospitality at an affordable price.,4.2,Mid: $25–$45,3
