Destination ID,Destination ,District,Best Season,Tags,Main Category,Activities,Difficulty Level,Accessibility,Latitude,Longitude,Province
411,Bhatauda,Bara,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27,85,2
412,Kalaiya,Bara,All Year,Municipality,Urban & Modern Attractions,"Town, Local Visit",Easy,Road Access,26.92,85.05,2
413,Karaiya,Bara,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.9,85.02,2
414,Maheshpur,Bara,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.88,85.03,2
415,Dohari,Bara,All Year,Municipality,Urban & Modern Attractions,"Town, Local Visit",Easy,Road Access,26.9,85.08,2
416,Bhodaha,Bara,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.87,85.04,2
417,Haraiya,Bara,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.86,85.05,2
418,Kolhabi,Bara,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.85,85.06,2
419,Rangapur,Bara,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.84,85.07,2
420,Chandrapur,Bara,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.83,85.08,2
421,Paurai,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.7,85.2,2
422,Pahritol,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.72,85.22,2
423,Sakhuwa Dhamaura,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.71,85.21,2
424,Pratappur Paltuwa,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.73,85.23,2
425,Laxmipur Belbichawa,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.74,85.24,2
426,Faparbadi,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.75,85.25,2
427,Balchanpur,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.76,85.26,2
428,Nijgadh,Bara,All Year,Municipality,Urban & Modern Attractions,"Town, Cultural",Easy,Road Access,27.05,84.97,2
429,Dhiyal,Bara,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.03,84.96,2
430,Kudawa,Bara,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.02,84.95,2
431,Amarpatti,Parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.01,84.9,2
432,Pathera,Parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.02,84.91,2
433,Mahendra Adarsha,Parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.03,84.92,2
434,Saunaraniya,Parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.04,84.93,2
435,Paterwa,Parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.05,84.94,2
436,Tedhakatti,Parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.06,84.95,2
437,Tengraha,Parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.07,84.96,2
438,Maryadpur,Parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.08,84.97,2
439,Katahariya,Rautahat,All Year,Municipality,Urban & Modern Attractions,"Town, Local Visit",Easy,Road Access,26.7,85.15,2
440,Dudhouli,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.71,85.16,2
441,Bagahi,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.72,85.17,2
442,Garuda,Rautahat,All Year,Municipality,Urban & Modern Attractions,"Town, Local Visit",Easy,Road Access,26.73,85.18,2
443,Dharampur,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.74,85.19,2
444,Sangrampur,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.75,85.2,2
445,Bahuwa Madanpur,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.76,85.21,2
446,Umarjan,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.77,85.22,2
447,Rampurwa,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.78,85.23,2
448,Laxminiya,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.79,85.24,2
449,Kanakpur,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.8,85.25,2
450,Chandrapur,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.81,85.26,2
451,Lokaha,Rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.82,85.27,2
452,Nuwakot Micro Lake,Nuwakot,Oct–Mar,Lake; Nature; Offbeat,Natural Attractions,Photography; Short Walk; Nature Observation,Easy,Road + Short Walk,27.95,85.17,3
453,Kaleshwor Mahadev Temple,Dhading,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Cultural Visit; Photography,Easy,Road Accessible,27.715,85.555,3
454,Bhimeshwor Temple,Dolakha,Oct–Mar,Temple; Hindu; Pilgrimage,Cultural & Religious Sites,Worship; Cultural Tour; Photography,Moderate,Road + Hike,27.9,86.1,3
455,Rasuwagadhi Fort,Rasuwa,Oct–Mar,Fort; Historical; Scenic,Natural Attractions,Sightseeing; Photography; Trekking; History Exploration,Moderate,Road + Trekking,28.2333,85.4333,3
456,Balthali Village,Kavrepalanchok,Oct–Mar,Village; Trekking; Nature,Trekking & Adventure,Trekking; Cultural Tour; Homestay; Photography,Easy,Road + Short Hike,27.63,85.533,3
457,Bajrabarahi Temple,Lalitpur (Chapagaun),Oct–Mar,Temple; Hindu; Local; Pilgrimage,Cultural & Religious Sites,Worship; Cultural Visit; Photography,Easy,Road Accessible,27.652,85.3,3
458,Langtang Valley,Rasuwa,"Mar-May, Sep-Nov","Trekking, Mountain",Natural Attractions,"Trekking, Nature",Moderate-High,Road + Trek,28.2067,85.5317,3
459,Phulchoki Viewpoints,Lalitpur,Mar–May; Sep–Nov,Hill; Scenic; Nature,Natural Attractions,Photography; Hiking; Nature Walks,Moderate,Road + Trekking,27.61,85.36,3
460,Lele Village,Lalitpur,Oct–Mar,Village; Cultural; Farming,Cultural & Religious Sites,Cultural Tour; Photography; Local Experience,Easy,Road Accessible,27.65,85.311,3
461,Chisapani,Nuwakot,Oct–Mar,Hill; Trekking; Nature,Trekking & Adventure,Trekking; Camping; Photography,Moderate,Road + Trekking,27.95,85.183,3
462,Gosaikunda Lesser Spots,Rasuwa,Aug–Oct,Lake; Trekking; Offbeat,Trekking & Adventure,Trekking; Photography; Camping,Hard,Road + Trekking,28.18,85.495,3
463,Paldor Peak Base Camp,Rasuwa,Mar–May; Sep–Nov,Trekking; Scenic Views,Trekking & Adventure,Trekking; Camping,Challenging,Road + Trek,28,85.2,3
464,Ganga Jamuna Waterfall,Dhading,Oct–Mar,Natural Attraction; Waterfall,Natural Attractions,Sightseeing; Photography,Moderate,Road Accessible,27.8,85.5,3
465,Sailung,Dolakha,Oct–Mar,Trekking; Scenic Views,Natural Attractions,Trekking; Camping,Moderate,Road + Trek,27.7,85.8,3
466,Kamalamai Temple,Sindhuli,Oct–Mar,Temple; Hindu,Cultural & Religious Sites,Worship; Cultural Tour,Easy,Road Accessible,27.56,85.98,3
467,Ayurvedic Spas (Kathmandu),Kathmandu,Oct–Mar,Wellness; Spa; Ayurveda,Wellness & Relaxation,Relaxation; Treatments; Cultural Experience,Easy,Road Accessible,27.7172,85.324,3
468,Yoga n Meditation Retreats (Nagarkot/Dhulikhel),Bhaktapur/Kavrepalanchok,Oct–Mar,Wellness; Yoga; Meditation; Nature,Natural Attractions,Yoga; Meditation; Relaxation; Photography,Easy,Road Accessible,27.63,85.416,3
469,Garden of Dreams,Kathmandu,Oct–Mar,Garden; Heritage; Relaxation,Cultural & Religious Sites,Sightseeing; Photography; Relaxation; Walking,Easy,Road Accessible,27.7107,85.313,3
470,Ruby Valley,Dhading,Oct–Mar,Cultural; Trekking,Cultural & Religious Sites,Trekking; Cultural Tour,Moderate,Road + Trek,27.5,85.3,3
471,Nagarkot,Bhaktapur,Oct–Mar,Hill Station; Mountain View; Nature,Natural Attractions,Sightseeing; Photography; Hiking; Sunrise/Sunset Viewing,Easy,Road Accessible,27.7076,85.4166,3
472,Changu Narayan Temple,Bhaktapur,Oct–Mar,Temple; Hindu; UNESCO,Cultural & Religious Sites,Worship; Cultural Tour,Easy,Road Accessible,27.701,85.432,3
473,Bagh Bhairab Temple,Kathmandu,Oct–Mar,Temple; Cultural,Cultural & Religious Sites,Worship; Festival; Cultural Tour,Easy,Road Accessible,27.6667,85.28,3
474,Patan Durbar Square,Lalitpur,Oct–Mar,Heritage; UNESCO,Cultural & Religious Sites,Sightseeing; Cultural Tour,Easy,Road Accessible,27.6726,85.3166,3
475,Kathmandu Durbar Square,Kathmandu,Oct–Mar,Heritage; UNESCO,Cultural & Religious Sites,Sightseeing; Cultural Tour,Easy,Road Accessible,27.7045,85.3076,3
476,Namo Buddha Monastery,Kavrepalanchok,Oct–Mar,Buddhist; Pilgrimage,Cultural & Religious Sites,Meditation; Cultural Tour,Moderate,Road Accessible,27.595,85.532,3
477,Dakshinkali Temple,Kathmandu,Oct–Mar,Temple; Pilgrimage; Goddess Kali,Cultural & Religious Sites,Worship; Photography; Cultural Tour,Easy,Road Accessible,27.5982,85.4047,3
478,Kulekhani Dam & Reservoir,Makwanpur,Oct–Mar,Dam; Reservoir; Scenic,Natural Attractions,Sightseeing; Photography; Boating,Easy,Road Accessible,27.55,85.25,3
479,Local Hilltop Viewpoints (Chapagaun/Lalitpur),Lalitpur,Oct–Mar,Hill; Scenic; Nature,Natural Attractions,Photography; Short Trekking; Sunrise/Sunset Views,Easy,Road + Short Hike,27.655,85.305,3
480,Dhulikhel Viewpoint,Kavrepalanchok,Oct-Mar,"Viewpoint, Cultural",Natural Attractions,"Sunrise View, Hiking, Cultural Tours",Easy,"Road, Easy",27.545,85.5397,3
481,Shivapuri Nagarjun National Park,Kathmandu,Oct-Mar,"National Park, Hiking",Natural Attractions,"Hiking, Nature Walks",Easy-Moderate,"Road, Moderate",27.77,85.35,3
482,Panauti,Kavrepalanchok,Oct–Mar,Town; Cultural; Heritage,Cultural & Religious Sites,Cultural Tour; Photography; Local Experience; Festival Participation,Easy,Road Accessible,27.6,85.5167,3
483,Bhaktapur Durbar Square,Bhaktapur,Oct–Mar,Heritage; UNESCO,Cultural & Religious Sites,Sightseeing; Cultural Tour,Easy,Road Accessible,27.671,85.4278,3
484,Kirtipur,Kathmandu,Oct–Mar,Hill Town; Cultural; Heritage,Natural Attractions,Sightseeing; Photography; Local Culture; Walking Tour,Easy,Road Accessible,27.666,85.288,3
485,Sangachok Village,Kavrepalanchok,Oct–Mar,Village; Cultural; Nature,Natural Attractions,Homestay; Cultural Tour; Photography; Hiking,Easy,Road + Short Hike,27.583,85.55,3
486,Nagadesh Temple,Lalitpur,Oct–Mar,Temple; Local; Cultural,Cultural & Religious Sites,Worship; Cultural Visit; Photography,Easy,Road Accessible,27.67,85.31,3
487,Sankhu,Kathmandu,Oct–Mar,Village; Cultural; Heritage,Cultural & Religious Sites,Cultural Tour; Photography; Sightseeing; Festival Participation,Easy,Road Accessible,27.695,85.42,3
488,Khokana,Lalitpur,Oct–Mar,Village; Cultural; Traditional Craft,Cultural & Religious Sites,Cultural Tour; Photography; Local Food; Pottery Workshops,Easy,Road Accessible,27.617,85.307,3
489,Mahankal Temple,Kathmandu,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.712,85.32,3
490,Chandeshwori Temple,Chitwan,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.55,84.45,3
491,Balkumari Temple,Lalitpur,Oct–Mar,Temple; Local; Heritage,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.674,85.32,3
492,Sindhuligadhi,Sindhuli,Oct–Mar,Fort; Historical; Scenic,Natural Attractions,Sightseeing; Photography; Trekking; History Exploration,Moderate,Road + Trekking,27.1333,85.9667,3
493,Manakamana Temple,Gorkha,Oct–Mar,Temple; Pilgrimage; Cable Car,Cultural & Religious Sites,Worship; Cable Car Ride; Photography,Easy,Road + Cable Car,27.6789,84.5723,3
494,Netra Lake,Dhading,Oct–Mar,Lake; Scenic,Natural Attractions,Sightseeing; Photography,Easy,Road Accessible,27.7,85.6,3
495,Tau Daha,Kathmandu,Oct–Mar,Lake; Nature; Birdwatching,Natural Attractions,Sightseeing; Photography; Birdwatching; Picnic,Easy,Road Accessible,27.571,85.316,3
496,Bungamati,Lalitpur,Oct–Mar,Village; Cultural; Newar,Cultural & Religious Sites,Cultural Tour; Photography; Traditional Craft Experience,Easy,Road Accessible,27.599,85.316,3
497,Gosaikunda Lake,Rasuwa,Aug–Oct,Lake; Trekking; Pilgrimage,Trekking & Adventure,Trekking; Photography; Pilgrimage; Camping,Hard,Road + Trekking,28.1725,85.491,3
498,Daman,Makwanpur,Oct–Mar,Hill Station; Scenic; Mountain View,Natural Attractions,Sightseeing; Photography,Easy,Road Accessible,27.5667,85.2833,3
499,Phulchowki,Lalitpur,Mar–May; Sep–Nov,Hill; Nature; Trekking,Trekking & Adventure,Hiking; Photography; Birdwatching; Nature Walks,Moderate,Road + Trekking,27.6128,85.3553,3
500,Dhulikhel,Kavrepalanchok,Oct–Mar,Town; Hill Station; Mountain View,Natural Attractions,Sightseeing; Photography; Hiking; Cultural Tour,Easy,Road Accessible,27.6233,85.55,3
501,Chandragiri Hills,Kathmandu,Oct–Mar,Hill; Cable Car; Mountain View,Natural Attractions,Cable Car Ride; Sightseeing; Photography; Hiking,Easy,Road + Cable Car,27.6324,85.2335,3
502,Chhahare Waterfall,Nuwakot,Oct–Mar,Waterfall; Nature; Offbeat,Natural Attractions,Sightseeing; Photography; Short Hike,Easy,Road + Short Hike,27.95,85.2,3
503,Indrasarovar Lake,Nuwakot,Oct–Mar,Lake; Scenic; Picnic,Natural Attractions,Sightseeing; Photography; Picnic; Short Hike,Easy,Road + Short Hike,27.9833,85.1833,3
504,Pashupatinath Temple,Kathmandu,Oct-Mar,"Religious, UNESCO",Cultural & Religious Sites,"Pilgrimage, Cultural",Easy,"Road, Easy",27.71,85.3486,3
505,Chitwan National Park,Chitwan,Oct-Mar,"Wildlife, Safari",Wildlife & Conservation,"Jungle Safari, Bird Watching, Tharu Culture",Easy-Moderate,"Road, Moderate",27.5299,84.3542,3
506,Dhading Hidden Village Trail,Dhading,Oct–Mar,Village; Trekking; Offbeat,Trekking & Adventure,Photography; Short Trek; Village Visit,Moderate,Road + Trek,27.92,85.05,3
507,Boudhanath Stupa,Kathmandu,Oct-Mar,"Religious, Cultural, UNESCO",Cultural & Religious Sites,"Pilgrimage, Meditation, Sightseeing",Easy,"Road, Easy",27.7215,85.362,3
508,Swayambhunath Stupa (Monkey Temple),Kathmandu,Oct–Mar,Stupa; Buddhist; Heritage,Cultural & Religious Sites,Sightseeing; Photography; Cultural Tour,Moderate,Road + Stairs,27.7149,85.29,3
509,Pharping,Kathmandu,Oct–Mar,Spiritual; Monasteries; Heritage,Cultural & Religious Sites,Sightseeing; Cultural Tour; Meditation; Photography,Easy,Road Accessible,27.55,85.283,3
510,Nuwakot Palace,Nuwakot,Oct–Mar,Palace; Heritage; History,Cultural & Religious Sites,Sightseeing; Photography; Cultural Tour,Easy,Road Accessible,27.9667,85.1667,3
511,Siddhi Ganesh Temple,Kathmandu,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.7105,85.321,3
512,Seto Machhendranath Temple,Kathmandu,Oct–Mar,Temple; Hindu; Buddhist,Cultural & Religious Sites,Worship; Cultural Tour; Festival Participation,Easy,Road Accessible,27.705,85.312,3
513,Thimi,Bhaktapur,Oct–Mar,Village; Pottery; Cultural,Cultural & Religious Sites,Cultural Tour; Photography; Pottery Workshops; Local Food,Easy,Road Accessible,27.67,85.426,3
514,Rolwaling Valley,Dolakha,"Spring, Autumn","Trekking, Mountains",Natural Attractions,"Trekking, Camping",Hard,Trek,27.8667,86.35,3
515,Kalinchowk Bhagwati,Dolakha,"Winter (Snow), Autumn","Religious, Hill Station",Natural Attractions,"Pilgrimage, Cable Car, Snow Activities",Moderate,Road + Cable Car,27.75,86.0833,3
516,Nagarkot Viewpoint,Bhaktapur,Oct-Mar,"Viewpoint, Hill Station",Natural Attractions,"Sunrise Views, Hiking",Easy,"Road, Easy",27.6934,85.425,3
517,Langtang Valley Upper Trek,Rasuwa,Mar–May; Sep–Nov,Trekking; Scenic; Nature; Mountains,Trekking & Adventure,Trekking; Camping; Photography; Wildlife Observation,Hard,Road + Trek,28.22,85.5,3
518,Lalitpur Tiny Temple,Lalitpur,Oct–Mar,Temple; Local; Cultural,Cultural & Religious Sites,Worship; Photography; Short Walk,Easy,Road Accessible,27.66,85.32,3
519,Langtang Upper Trek,Rasuwa,Mar–May; Sep–Nov,Trekking; Nature; Scenic,Trekking & Adventure,Trekking; Camping; Photography; Wildlife Observation,Hard,Road + Trekking,28.22,85.5,3
520,Rasuwa,Rasuwa,Oct–Nov,"Trekking, Nature",Trekking & Adventure,"Trekking, Photography",Hard,Trek route,28.216,85.433,3
521,Kathmandu,Kathmandu,Oct–Feb,"City, Cultural",Cultural & Religious Sites,"Sightseeing, Shopping",Easy,Road accessible,27.7172,85.324,3
522,Chitwan,Chitwan,Oct–Feb,"Wildlife, Nature",Natural Attractions,"Safari, Photography",Easy,Road accessible,27.5345,84.3542,3
523,Lalitpur / Chapagaun,Lalitpur / Chapagaun,Oct–Feb,"Cultural, Temple",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.65,85.3,3
524,Nuwakot,Nuwakot,Oct–Nov,"Historical, Scenic",Natural Attractions,"Sightseeing, Trekking",Moderate,Road + Trek,27.966,85.083,3
525,Dhading,Dhading,Oct–Nov,"Nature, Trekking",Trekking & Adventure,"Trekking, Photography",Moderate,Road + Trek,27.95,84.9,3
526,Patan,Lalitpur,Oct–Feb,"Cultural, Heritage",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.672,85.316,3
527,Bhrikutimandap,Kathmandu,Oct–Feb,"Religious, Cultural",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.7,85.324,3
528,Thamel,Kathmandu,Oct–Feb,"City, Shopping, Cultural",Cultural & Religious Sites,"Sightseeing, Shopping",Easy,Road accessible,27.71,85.32,3
529,Bagh Bhairab Temple,Kathmandu,Oct–Mar,Temple; Cultural,Cultural & Religious Sites,Worship; Festival; Cultural Tour,Easy,Road Accessible,27.6667,85.28,3
530,Balkumari Temple,Lalitpur,Oct–Mar,Temple; Local; Heritage,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.674,85.32,3
531,Balthali Village,Kavrepalanchok,Oct–Mar,Village; Trekking; Nature,Trekking & Adventure,Trekking; Cultural Tour; Homestay; Photography,Easy,Road + Short Hike,27.63,85.533,3
532,Bhimeshwor Temple,Dolakha,Oct–Mar,Temple; Hindu; Pilgrimage,Cultural & Religious Sites,Worship; Cultural Tour; Photography,Moderate,Road + Hike,27.9,86.1,3
533,Chandeshwori Temple,Chitwan,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.55,84.45,3
534,Changu Narayan Lesser Shrines,Bhaktapur,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.702,85.431,3
535,Chhahare Waterfall,Nuwakot,Oct–Mar,Waterfall; Nature; Offbeat,Natural Attractions,Sightseeing; Photography; Short Hike,Easy,Road + Short Hike,27.95,85.2,3
536,Chisapani,Nuwakot,Oct–Mar,Hill; Trekking; Nature,Natural Attractions,Trekking; Camping; Photography,Moderate,Road + Trekking,27.95,85.183,3
537,Chitwan National Park,Chitwan,Oct-Mar,"Wildlife, Safari",Wildlife & Conservation,"Jungle Safari, Bird Watching, Tharu Culture",Easy-Moderate,"Road, Moderate",27.5299,84.3542,3
538,Dakshinkali Temple,Kathmandu,Oct–Mar,Temple; Pilgrimage; Goddess Kali,Cultural & Religious Sites,Worship; Photography; Cultural Tour,Easy,Road Accessible,27.5982,85.4047,3
539,Dhading Hidden Village Trail,Dhading,Oct–Mar,Village; Trekking; Offbeat,Trekking & Adventure,Photography; Short Trek; Village Visit,Moderate,Road + Trek,27.92,85.05,3
