destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,event_name,event_venue,event_month_season,event_type,event_description,destination_image_path,hotel1_image_path,hotel2_image_path,hotel3_image_path,restaurant1_image_path,restaurant2_image_path,restaurant3_image_path
392,mahendra adarsha,parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.03,84.92,2,"Mahendra Adarsha in Bara District is a municipality that blends rural traditions with modern development. It is home to schools, temples, and growing infrastructure.","From Kathmandu, take the East–West Highway to Bara District and visit Mahendra Adarsha settlement.",700,Educational and administrative locality.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Mahendra Adarsha Cultural Fair,School / Community Ground,Winter,Cultural,"Folk performances, local handicrafts, and games.",,,,,,,
393,saunaraniya,parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.04,84.93,2,Saunaraniya in Bara District is a rural settlement with fertile lands and cultural heritage. It reflects the Terai’s agricultural rhythm and traditional Madheshi lifestyle,"From Kathmandu, drive south via Hetauda to reach Saunaraniya village in Bara District.",750,Calm village with traditional values.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Saunaraniya Village Festival,Village Ground,Autumn,Cultural,"Folk dances, music, and food exhibition.",Saunaraniya\images (1).jpeg; Saunaraniya\images (2).jpeg; Saunaraniya\images (3).jpeg; Saunaraniya\images (4).jpeg; Saunaraniya\images.jpeg,,,,,,
394,paterwa,parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.05,84.94,2,"Paterwa in Bara District is a rural settlement known for its fertile plains and traditional Madheshi lifestyle. Agriculture dominates daily life, and the community celebrates local fairs and religious festivals that strengthen social bonds.",Travel from Kathmandu along the East–West Highway and continue to Paterwa village in Bara District.,1000,Farming settlement near trade routes.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Paterwa Village Cultural Day,Village Square,Spring,Cultural,Community celebration with folk performances and crafts.,Paterwa\download (1).jpeg; Paterwa\download (3).jpeg; Paterwa\download.jpeg; Paterwa\images (1).jpeg; Paterwa\images.jpeg,,,,,,
395,tedhakatti,parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.06,84.95,2,"Tedhakatti in Bara District is a village municipality with a strong agricultural base. It is characterized by rice fields, temples, and cultural gatherings that reflect the Terai’s heritage.","From Kathmandu, take the highway south through Hetauda to reach Tedhakatti village in Bara.",980,Agricultural village with friendly residents.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Tedhakatti Religious & Cultural Day,Temple / Village Ground,February,Religious / Cultural,Temple rituals with cultural performances.,Tedhakatti\download (1).jpeg; Tedhakatti\download (2).jpeg; Tedhakatti\download (5).jpeg; Tedhakatti\download.jpeg; Tedhakatti\images.jpeg,,,,,,
396,tengraha,parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.07,84.96,2,"Tengraha is a settlement in the Terai region, where farming and livestock are central to the economy. The village is known for its close‑knit community and seasonal fairs.",Travel from Kathmandu via the East–West Highway to Bara District and reach Tengraha village area.,900,Quiet countryside area rich in greenery.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Tengraha Folk Festival,Village Ground,Autumn,Cultural,"Traditional dances, songs, and handicraft stalls.",Raha\download (1).jpeg; Raha\download (2).jpeg; Raha\download (3).jpeg; Raha\download (4).jpeg; Raha\download.jpeg,,,,,,
397,maryadpur,parsa,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,27.08,84.97,2,Maryadpur in Rautahat District is a rural municipality with fertile lands and cultural traditions. It is home to temples and shrines that serve as focal points for community life.,"From Kathmandu, drive southeast via Hetauda to Bara District to reach Maryadpur village.",500,Peaceful village known for local farming.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Maryadpur Cultural Day,Village Ground,Winter,Cultural,"Folk performances, local cuisine, and handicrafts.",Maryadpur\download (1).jpeg; Maryadpur\download (2).jpeg; Maryadpur\download (3).jpeg; Maryadpur\download.jpeg; Maryadpur\images.jpeg,,,,,,
398,katahariya,rautahat,All Year,Municipality,Urban & Modern Attractions,"Town, Local Visit",Easy,Road Access,26.7,85.15,2,"Katahariya in Rautahat District is a growing municipality with markets, schools, and temples. It blends rural traditions with modern development, making it a hub for surrounding villages.",Travel from Kathmandu along the East–West Highway to Bara or Rautahat District to reach Katahariya settlement.,600,Busy market town and municipal hub.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Katahariya Trade & Cultural Fair,Market Area,Winter,Trade / Cultural,"Local trade, folk performances, and community gathering.",Katahariya\download.jpeg; Katahariya\images (1).jpeg; Katahariya\images (2).jpeg; Katahariya\images (3).jpeg; Katahariya\images.jpeg,,,,,,
399,dudhouli,rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.71,85.16,2,"Dudhouli in Sindhuli District lies in the hilly belt of Madhesh Province. It is known for its scenic landscapes, rivers, and cultural diversity, serving as a gateway between the Terai and hill regions.","From Kathmandu, drive via Hetauda to Bara District and reach Dudhouli village.",369,Small hilly town known for natural scenery.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Dudhouli Village Heritage Festival,Village Ground,Autumn,Cultural,"Folk dances, music, and handicraft exhibition.",Dho\download (1).jpeg; Dho\download (2).jpeg; Dho\download (3).jpeg; Dho\download (5).jpeg; Dho\download.jpeg,,,,,,
400,bagahi,rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.72,85.17,2,"Bagahi in Bara District is a small settlement with fertile fields and traditional Madheshi culture. It reflects the agricultural rhythm of the Terai, with community rituals tied to farming cycles.",Travel from Kathmandu along the East–West Highway and continue to Bagahi in Bara District.,700,Rural community known for simplicity.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Bagahi Village Cultural Day,Village Ground,Spring,Cultural,Community gathering with folk performances and crafts.,Bagahi\download (1).jpeg; Bagahi\download (2).jpeg; Bagahi\download (3).jpeg; Bagahi\download (4).jpeg; Bagahi\download.jpeg,,,,,,
401,garuda,rautahat,All Year,Municipality,Urban & Modern Attractions,"Town, Local Visit",Easy,Road Access,26.73,85.18,2,"Garuda in Rautahat District is a municipality with bustling markets and growing infrastructure. It is a commercial hub that connects rural villages to modern facilities, while retaining its cultural identity.","From Kathmandu, drive via Hetauda to reach Garuda town in Bara District.",500,Thriving business town in Rautahat district.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Garuda Village Festival,Village Ground,Autumn,Cultural,"Folk music, dances, and local food stalls.",Garuda\download (1).jpeg; Garuda\download (2).jpeg; Garuda\download (3).jpeg; Garuda\download (5).jpeg; Garuda\download.jpeg,,,,,,
402,dharampur,rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.74,85.19,2,Dharampur in Bara District is a rural settlement where agriculture and religious traditions dominate daily life. Temples and fairs are central to its cultural fabric.,Travel from Kathmandu south via Hetauda and Birgunj to reach Dharampur village in Bara District.,400,Agricultural village with vibrant community life.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Dharampur Folk Festival,Village Ground,Winter,Cultural,"Traditional songs, dances, and handicraft exhibition.",Dharampur\download (1).jpeg; Dharampur\download (2).jpeg; Dharampur\download (3).jpeg; Dharampur\download (4).jpeg; Dharampur\download.jpeg,,,,,,
403,sangrampur,rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.75,85.2,2,Sangrampur in Rautahat District is a village municipality with fertile lands and traditional Madheshi lifestyle. It is known for its temples and seasonal festivals.,"From Kathmandu, take the East–West Highway to reach Sangrampur village in Bara District.",450,Peaceful settlement with local markets.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Sangrampur Cultural Fair,Village / Market Area,Winter,Cultural / Trade,"Folk performances, handicrafts, and local trade promotion.",Sangrampur\download (1).jpeg; Sangrampur\download (2).jpeg; Sangrampur\download (3).jpeg; Sangrampur\download (5).jpeg; Sangrampur\download.jpeg,,,,,,
404,bahuwa madanpur,rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.76,85.21,2,Bahuwa Madanpur in Bara District is a rural settlement with strong agricultural roots. It reflects the Terai’s farming culture and community‑based living,Travel from Kathmandu along the highway to reach Bahuwa Madanpur in Bara District.,650,Culturally active rural area.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Bahuwa Madanpur Village Fair,Village Ground,Autumn,Cultural,"Folk music, dance, and local cuisine exhibition.",Bahuwa Madanpur\download (1).jpeg; Bahuwa Madanpur\download (2).jpeg; Bahuwa Madanpur\download (3).jpeg; Bahuwa Madanpur\download (4).jpeg; Bahuwa Madanpur\download.jpeg,,,,,,
405,umarjan,rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.77,85.22,2,Umarjan in Bara District is a small village where agriculture and traditional rituals shape daily life. The community is closely tied to its land and cultural heritage.,"From Kathmandu, drive southwest toward Lalitpur and reach Umarjan village area.",900,Serene village surrounded by paddy fields.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Umarjan Religious & Cultural Day,Temple / Community Ground,February,Religious / Cultural,Temple rituals with folk performances.,Umarjan\download (1).jpeg; Umarjan\download (2).jpeg; Umarjan\download (3).jpeg; Umarjan\download (6).jpeg; Umarjan\download.jpeg,,,,,,
406,rampurwa,rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.78,85.23,2,Rampurwa in Bara District is a rural settlement with fertile plains and cultural traditions. It is known for its temples and fairs that bring the community together.,Travel from Kathmandu via the East–West Highway to reach Rampurwa village in Bara District.,875,Quiet farming area reflecting Terai lifestyle.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Rampurwa Village Cultural Festival,Village Square,Autumn,Cultural,"Folk dances, songs, and handicrafts.",Rampurwa\download (1).jpeg; Rampurwa\download (2).jpeg; Rampurwa\download (3).jpeg; Rampurwa\download (4).jpeg; Rampurwa\download (5).jpeg; Rampurwa\download.jpeg,,,,,,
407,kanakpur,rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.8,85.25,2,Kanakpur in Rautahat District is a rural municipality with fertile lands and cultural heritage. It is home to temples and shrines that serve as focal points for community life.,"From Kathmandu, take the highway via Hetauda to Bara District to reach Kanakpur village.",258,Local town known for agriculture and trade.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Kanakpur Village Folk Festival,Village Ground,Autumn,Cultural,"Folk dances, music, and local crafts.",,,,,,,
408,lokaha,rautahat,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.82,85.27,2,Lokaha in Siraha District is a rural settlement with fertile plains and traditional Madheshi lifestyle. It reflects the Terai’s agricultural rhythm and community‑based living,"From Kathmandu, drive southeast via Hetauda and Kalaiya to reach Lokaha village area in Bara.",357,Calm rural village near forested regions.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Lokaha Village Heritage Festival,Village Ground,Autumn,Cultural,"Folk performances, traditional food, and handicrafts.",Lokaha\download (1).jpeg; Lokaha\download (5).jpeg; Lokaha\download.jpeg; Lokaha\images (1).jpeg; Lokaha\images.jpeg,,,,,,
409,nuwakot micro lake,nuwakot,Oct–Mar,Lake; Nature; Offbeat,Natural Attractions,Photography; Short Walk; Nature Observation,Easy,Road + Short Walk,27.95,85.17,3,"Nuwakot Micro Lake in Rautahat District is a small artificial lake created for irrigation and local use. It has become a scenic spot for nearby communities, offering a peaceful environment.","From Kathmandu, drive northwest toward Nuwakot District and reach a small micro lake near Nuwakot town.",654,Small scenic lake surrounded by hills.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Nuwakot Lakeside Eco & Cultural Day,Lakeside,Spring,Eco / Cultural,Lake cleaning awareness combined with folk music and local crafts.,,,,,,,
410,kaleshwor mahadev temple,dhading,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Cultural Visit; Photography,Easy,Road Accessible,27.715,85.555,3,"Kaleshwor Mahadev Temple in Sindhuli District is a revered Shiva shrine located in a hilly setting. Pilgrims visit during Shivaratri and other festivals, making it a spiritual landmark in the region.","From Kathmandu, drive northeast to Sindhupalchok District to reach Kaleshwor Mahadev Temple.From Kathmandu, drive northeast via Sindhupalchok District to Kaleshwor Mahadev Temple.",321125,Sacred hilltop temple dedicated to Lord Shiva. Historic temple perched in scenic hilltop location.,Kaleshwor Hillside Guest House,"F9GQ+4C3, Gotikhel 44700",A cozy stay with basic comforts and local charm.,4.1,Mid: $25–$45,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Kaleshwor Mahadev Temple Mela,Temple Premises,February,Religious,"Devotional rituals, cultural songs, and community gathering.",Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.1.jpeg; Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.2.jpeg; Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.3.jpeg; Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.4.jpeg; Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.5.jpeg; Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.6.jpeg; Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.7.jpeg; Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.8.jpeg; Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.9.jpeg,,,,,,
411,bhimeshwor temple,dolakha,Oct–Mar,Temple; Hindu; Pilgrimage,Cultural & Religious Sites,Worship; Cultural Tour; Photography,Moderate,Road + Hike,27.9,86.1,3,"Bhimeshwor Temple in Dolakha District is one of Nepal’s most famous Shiva temples. It is associated with the Mahabharata legend of Bhim and is a major pilgrimage site, attracting devotees from across Nepal and India.","From Kathmandu, travel northeast via Banepa to Dolakha District to reach Bhimeshwor Temple.From Kathmandu, drive northeast via Dolakha Bazaar to Bhimeshwor Temple.",987650,Historic temple known for religious importance. Revered Hindu temple in the Kathmandu Valley.,Kalinchowk Heaven Resort Pvt Ltd,"M3HG+287, Jiri Road, Bhimeshwor Municipality 45500","Decent rooms, perfect for budget travelers.",4,Mid: $25–$45,Hotel,"M3HG+FF3, Bhimeshwor Municipality 45500",Pleasant ambiance with good food and amenities.,4,Low: $12–$25,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Bhimeshwor Temple Festival,Temple Grounds,March,Religious,"Pilgrimage rituals, folk dances, and local food stalls.",Bhimeshwor Temple\Bhimeshwor Temple 1.1.jpeg; Bhimeshwor Temple\Bhimeshwor Temple 1.10.jpeg; Bhimeshwor Temple\Bhimeshwor Temple 1.2.jpeg; Bhimeshwor Temple\Bhimeshwor Temple 1.3.jpeg; Bhimeshwor Temple\Bhimeshwor Temple 1.4.jpeg; Bhimeshwor Temple\Bhimeshwor Temple 1.5.jpeg; Bhimeshwor Temple\Bhimeshwor Temple 1.6.jpeg; Bhimeshwor Temple\Bhimeshwor Temple 1.7.jpeg; Bhimeshwor Temple\Bhimeshwor Temple 1.8.jpeg; Bhimeshwor Temple\Bhimeshwor Temple 1.9.jpeg,,,,,,
412,rasuwagadhi fort,rasuwa,Oct–Mar,Fort; Historical; Scenic,Natural Attractions,Sightseeing; Photography; Trekking; History Exploration,Moderate,Road + Trekking,28.2333,85.4333,3,"Rasuwagadhi Fort, located on the Nepal–Tibet border in Rasuwa District, is a historic fortress built to guard trade routes and defend against invasions. Overlooking the Bhote Koshi River, it carries centuries of military and cultural significance, symbolizing Nepal’s resilience and cross‑border connections.","From Kathmandu, drive north via Trishuli Bazaar and Dhunche to reach Rasuwagadhi Fort on the Nepal-Tibet border.From Kathmandu, drive north via Trishuli Bazaar and Dhunche to reach Rasuwagadhi Fort near the Nepal-Tibet border.",654700,Ancient border fort symbolizing Nepalese history. Historic fort at the Nepal-China border with scenic views.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Rasuwagadhi Heritage & Cultural Day,Fort / Historical Site,Autumn,Cultural / Historical,"Historical tours, traditional performances, and handicraft stalls.",Rasuwa\Rasuwa 1.1.jpeg; Rasuwa\Rasuwa 1.10.jpeg; Rasuwa\Rasuwa 1.2.jpeg; Rasuwa\Rasuwa 1.3.jpeg; Rasuwa\Rasuwa 1.4.jpeg; Rasuwa\Rasuwa 1.5.jpeg; Rasuwa\Rasuwa 1.6.jpeg; Rasuwa\Rasuwa 1.7.jpeg; Rasuwa\Rasuwa 1.8.jpeg; Rasuwa\Rasuwa 1.9.jpeg,,,,,,
