destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,reataurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,reataurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,reataurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,event_name,event_venue,event_month_season,event_type,event_description
533,sindurche,sindhupalchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.79,85.59,3,indurche is a small village known for its agricultural lifestyle and cultural practices. It offers a peaceful environment for visitors seeking rural immersion,"From Kathmandu, drive north via Sundarijal and Melamchi Valley to reach Sindurche village.",600,Rural community with authentic mountain lifestyle.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Sindurche Eco Trek & Festival,Village / Trek Base,Summer,Adventure / Cultural,Trekking with folk performances and environmental awareness.
534,gunsakot,ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.76,86.33,3,Gunsakot is a hillside settlement surrounded by forests and farmland. It reflects traditional community life and offers scenic views of valleys and hills,"From Kathmandu, drive north via Helambu and Melamchi to reach Gunsakot village.",369,Scenic hilltop village with panoramic Himalayan views.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Gunsakot Highland Cultural Trek,Trek / Village Grounds,Autumn,Adventure / Cultural,Trekking and local folk performances.
535,golche,ramechhap,All Year,Village,Village & Rural Tourism,Trekking,Moderate,Trail,27.75,86.34,3,"Golche is a rural village known for its farming practices and cultural traditions. It is surrounded by hills and rivers, making it a peaceful destination.","From Kathmandu, drive north via Helambu trail to reach Golche village.",700,Remote settlement known for peaceful landscapes.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Golche Village Festival,Village Grounds,Spring,Cultural,"Folk music, dances, and handicraft stalls."
536,pangtang,ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.74,86.35,3,"Pangtang is a settlement in Sindhupalchok district, often visited by trekkers exploring northern routes. It reflects rural charm and traditional lifestyle","From Kathmandu, drive north via Sundarijal and Melamchi Valley to reach Pangtang village.",500,Traditional mountain village ideal for trekking experiences.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Pangtang Highland Eco & Cultural Day,Hill / Village,Summer,Eco / Cultural,"Trekking, environmental awareness, and local folk programs."
537,nampha,ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.73,86.36,3,Nampha is a hillside village offering scenic views and cultural immersion. It is known for its farming practices and traditional houses.,"From Kathmandu, drive north via Helambu to reach Nampha village.",400,Quiet village offering serene natural surroundings.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Nampha Cultural & Adventure Trek,Trek Base / Village,Autumn,Adventure / Cultural,Trekking with folk performances and handicrafts.
538,budhanilkantha,kathmandu,All Year,Temple & Area,Cultural & Religious Sites,"Pilgrimage, Visit",Easy,Road,27.778,85.363,3,"Budhanilkantha, located north of Kathmandu, is famous for the reclining statue of Lord Vishnu in a pond. It is a major pilgrimage site and a blend of spiritual devotion and cultural heritage.","From Kathmandu, drive north within the city to reach Budhanilkantha Temple.",450,Famous for the reclining Vishnu statue and religious significance.,Holiday Inn Resort Kathmandu Budhanilkantha by IHG,"Municipality, Ward No. 1, Budhanilkantha 44600",A cozy stay with basic comforts and local charm.,4,Mid: $25–$45,Shivapuri Heights Cottage,"Shivapuri hills, Budhanilkantha 44600",Comfortable stay and friendly staff.,3.9,Low: $12–$25,"Lemon Tree Premier - Budhanilkantha, Kathmandu","01 Municipality, Budhanilkantha 44600",Top-notch experience and beautiful design.,4.1,High: $40–$70,Farm to Table,Budhanilkantha,4,Mid: $25–$45,Dream Garden Resort,Budhanilkantha,3.9,Low: $12–$25,Hengbok Korean restaurant,Budhanilkantha,4.1,High: $40–$70,Holiday Inn Resort Kathmandu Budhanilkantha by IHG,"Municipality, Ward No. 1, Budhanilkantha 44600",A cozy stay with basic comforts and local charm.,4,Mid: $25–$45,Shivapuri Heights Cottage,"Shivapuri hills, Budhanilkantha 44600",Comfortable stay and friendly staff.,3.9,Low: $12–$25,"Lemon Tree Premier - Budhanilkantha, Kathmandu","01 Municipality, Budhanilkantha 44600",Top-notch experience and beautiful design.,4.1,High: $40–$70,Farm to Table,Budhanilkantha,4,Mid: $25–$45,Dream Garden Resort,Budhanilkantha,3.9,Low: $12–$25,Hengbok Korean restaurant,Budhanilkantha,4.1,High: $40–$70,Budhanilkantha Temple Mela,Temple Grounds,March,Religious,Devotional rituals with folk performances and community gathering.
539,gokarneshwor,kathmandu,All Year,Municipality/Temples,Cultural & Religious Sites,"Pilgrimage, Visit",Easy,Road,27.7489,85.3696,3,"Gokarneshwor is a sacred temple complex on the banks of the Bagmati River. Dedicated to Lord Shiva, it is an important pilgrimage site, especially during festivals.","From Kathmandu, drive northeast within the city to reach Gokarneshwor Temple.",650,Sacred area with temples and spiritual landmarks.,Holiday Inn Resort Kathmandu Budhanilkantha by IHG,"Municipality, Ward No. 1, Budhanilkantha 44600","Decent rooms, perfect for budget travelers.",4.2,Mid: $25–$45,Shivapuri Heights Cottage,"Shivapuri hills, Budhanilkantha 44600",Pleasant ambiance with good food and amenities.,3.8,Low: $12–$25,"Lemon Tree Premier - Budhanilkantha, Kathmandu","01 Municipality, Budhanilkantha 44600",Top-notch experience and beautiful design.,4.1,High: $40–$70,No,Gokarneshwor,4.2,Mid: $25–$45,No,Gokarneshwor,3.8,Low: $12–$25,No,Gokarneshwor,4.1,High: $40–$70,Holiday Inn Resort Kathmandu Budhanilkantha by IHG,"Municipality, Ward No. 1, Budhanilkantha 44600","Decent rooms, perfect for budget travelers.",4.2,Mid: $25–$45,Shivapuri Heights Cottage,"Shivapuri hills, Budhanilkantha 44600",Pleasant ambiance with good food and amenities.,3.8,Low: $12–$25,"Lemon Tree Premier - Budhanilkantha, Kathmandu","01 Municipality, Budhanilkantha 44600",Top-notch experience and beautiful design.,4.1,High: $40–$70,No,Gokarneshwor,4.2,Mid: $25–$45,No,Gokarneshwor,3.8,Low: $12–$25,No,Gokarneshwor,4.1,High: $40–$70,Gokarneshwor Temple Festival,Temple Grounds,April,Religious / Cultural,"Temple rituals, folk performances, and handicrafts."
540,bajrayogini temple,kathmandu,All Year,Temple,Cultural & Religious Sites,"Pilgrimage, Hike",Moderate,Road/Trail,27.733,85.452,3,"Located in Sankhu, Bajrayogini Temple is a Buddhist shrine dedicated to Goddess Bajrayogini. It is a spiritual site surrounded by forests and hills, attracting devotees and visitors.","From Kathmandu, drive northeast via Tokha and Sundarijal to reach Bajrayogini Temple.",900,Important pilgrimage site in the hills near Kathmandu.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,Bajrayogini,4,Mid: $25–$45,No,Bajrayogini,3.9,Low: $12–$25,No,Bajrayogini,4.2,High: $40–$70,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,Bajrayogini,4,Mid: $25–$45,No,Bajrayogini,3.9,Low: $12–$25,No,Bajrayogini,4.2,High: $40–$70,Bajrayogini Temple Annual Festival,Temple Grounds,October,Religious / Cultural,"Pilgrimage rituals, folk performances, and local fairs."
541,sundarijal waterfall,kathmandu,All Year,Waterfall,Natural Attractions,"Hiking, Picnic",Easy,Road/Trail,27.7995,85.4449,3,"Sundarijal Waterfall is a popular natural attraction near Kathmandu. It is the starting point of the Helambu trek and offers scenic beauty, picnic spots, and hiking opportunities.","From Kathmandu, drive north to Sundarijal to visit the waterfall.",875,Scenic waterfall and popular trekking starting point.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Lama Restaurant and Guest House,Sundarijal,4,Mid: $25–$45,Chwassa Jhol Mo:mo,Sundarijal,3.8,Low: $12–$25,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Lama Restaurant and Guest House,Sundarijal,4,Mid: $25–$45,Chwassa Jhol Mo:mo,Sundarijal,3.8,Low: $12–$25,No,No,No,No,Sundarijal Eco Trek & Cultural Day,Waterfall / Trek Area,Summer,Eco / Adventure,"Trekking, environmental awareness, and folk performances."
542,salinadi temple,kathmandu,All Year,Temple,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.7,85.44,3,"Salinadi Temple in Sankhu is associated with the Madhav Narayan Festival. Devotees perform rituals along the river, making it a spiritually significant site","From Kathmandu, drive northeast via Tokha to reach Salinadi Temple.",123,Local temple revered by nearby communities.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Salinadi Tandoori house,Salinadi,4,Mid: $25–$45,Saanjh SPOT,Salinadi,3.7,Low: $12–$25,Habibi Haze,Salinadi,4,High: $40–$70,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Salinadi Tandoori house,Salinadi,4,Mid: $25–$45,Saanjh SPOT,Salinadi,3.7,Low: $12–$25,Habibi Haze,Salinadi,4,High: $40–$70,Salinadi Temple Festival,Temple Grounds,February,Religious,Devotional rituals with folk music and local food stalls.
543,banepa,kavrepalanchok,All Year,Town,Urban & Modern Attractions,"Heritage, Market",Easy,Road,27.628,85.522,3,"Banepa is a historic town in Kavre district, known for its temples, traditional houses, and cultural festivals. It is a hub of Newar heritage and trade.","From Kathmandu, drive east via Banepa Highway to reach Banepa town.",258,"Historical town with temples, markets, and cultural heritage.",Gautam Village Resort,"JGG8+8Q6, Banepa 45210",A cozy stay with basic comforts and local charm.,4.2,Mid: $25–$45,Hotel Satyam,"Banepa-Panauti-Khopasi Road, Banepa 45210",Pleasant ambiance with good food and amenities.,4,Low: $12–$25,Aagantuk Resort,"View Tower Marg, Dhulikhel 45210",Premium facilities with stunning surroundings.,4,High: $40–$70,MOMO AND CHILL,Banepa,4.2,Mid: $25–$45,The Spicy Chicken And Restro,10 Banepa-Panauti-Khopasi Road,4,Low: $12–$25,Bajeko Momo,Banepa -7,4,High: $40–$70,Gautam Village Resort,"JGG8+8Q6, Banepa 45210",A cozy stay with basic comforts and local charm.,4.2,Mid: $25–$45,Hotel Satyam,"Banepa-Panauti-Khopasi Road, Banepa 45210",Pleasant ambiance with good food and amenities.,4,Low: $12–$25,Aagantuk Resort,"View Tower Marg, Dhulikhel 45210",Premium facilities with stunning surroundings.,4,High: $40–$70,MOMO AND CHILL,Banepa,4.2,Mid: $25–$45,The Spicy Chicken And Restro,10 Banepa-Panauti-Khopasi Road,4,Low: $12–$25,Bajeko Momo,Banepa -7,4,High: $40–$70,Banepa Cultural & Heritage Week,Town Square / Village Grounds,Autumn,Cultural / Tourism,"Folk performances, heritage walks, and handicraft stalls."
544,namobuddha,kavrepalanchok,All Year,Monastery,Cultural & Religious Sites,"Meditation, Visit",Easy,Road,27.643,85.533,3,"Namobuddha is a sacred Buddhist site in Kavre district, associated with the legend of Buddha’s selfless offering. It is home to monasteries and offers peaceful surroundings","From Kathmandu, drive southeast via Banepa to reach Namobuddha Monastery.",357,Peaceful Buddhist monastery with scenic surroundings.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,ME TIME CAFE,Namobuddha,3.7,Mid: $25–$45,Namo Buddha,Namobuddha Road HHFM+467 Simalchaur Syampati,4.1,Low: $12–$25,Hotel Swornim Namobuddha,dhulikhel,4,High: $40–$70,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,ME TIME CAFE,Namobuddha,3.7,Mid: $25–$45,Namo Buddha,Namobuddha Road HHFM+467 Simalchaur Syampati,4.1,Low: $12–$25,Hotel Swornim Namobuddha,dhulikhel,4,High: $40–$70,Namobuddha Monastery Cultural & Religious Day,Monastery Grounds,February,Religious / Cultural,"Pilgrimage rituals, meditation workshops, and folk performances."
545,dapcha chhatrebangh,kavrepalanchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.6,85.52,3,"Dapcha Chhatrebangh is a rural settlement in Kavre district, known for its cultural traditions and scenic landscapes. It reflects authentic rural life","From Kathmandu, drive east via Panchkhal to reach Dapcha Chhatrebangh.",654,Small village known for traditional Newar culture.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Dapcha Village Cultural Festival,Village Grounds,Autumn,Cultural,"Folk music, dances, and handicraft exhibitions."
546,panchkhal,kavrepalanchok,All Year,Municipality,Urban & Modern Attractions,"Local visit, Market",Easy,Road,27.626,85.516,3,"Panchkhal is a fertile valley in Kavre district, known for its agriculture and traditional lifestyle. It is surrounded by hills and rivers.","From Kathmandu, drive east via Banepa Highway to Panchkhal town.From Kathmandu, drive east to reach Panchkhal town.",321250,Valley town with agricultural landscapes and scenic beauty. Valley town with scenic landscapes and cultural sites.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Gaurishankar Rest Home,Araniko highway Panchkhal 6,4,Mid: $25–$45,Panchkhal View Point,JJJ4+56F,4.1,Low: $12–$25,Pachkhal Thakali Bhojanalaya,Panchkhal Municipality-03,4.2,High: $40–$70,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Gaurishankar Rest Home,Araniko highway Panchkhal 6,4,Mid: $25–$45,Panchkhal View Point,JJJ4+56F,4.1,Low: $12–$25,Pachkhal Thakali Bhojanalaya,Panchkhal Municipality-03,4.2,High: $40–$70,Panchkhal Highland Eco & Cultural Day,Hilltop / Village Grounds,Spring,Eco / Cultural,"Trekking, environmental awareness, and folk performances."
547,dolalghat,kavrepalanchok,All Year,River crossing,Natural Attractions,"Rafting (nearby), Local visit",Easy,Highway,27.612,85.531,3,Dolalghat is a riverside town famous for its fish and scenic views. It is a popular stop for travelers along the Arniko Highway.,"From Kathmandu, drive east via Banepa and Panchkhal to reach Dolalghat on Sunkoshi River.From Kathmandu, drive east via Arniko Highway to Dolalghat town.",987900,"Town along the Sun Koshi River, popular for rafting and hiking. Town along Sun Koshi River, popular for rafting and trekking.",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,THE DOLALGHAT RESTRO & BAR,JPQ4+W2F,3.9,Mid: $25–$45,Jharana Cottage,Dolalghat,4,Low: $12–$25,Ghumti Rest And Restaurant,Panchkhal,4.1,High: $40–$70,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,THE DOLALGHAT RESTRO & BAR,JPQ4+W2F,3.9,Mid: $25–$45,Jharana Cottage,Dolalghat,4,Low: $12–$25,Ghumti Rest And Restaurant,Panchkhal,4.1,High: $40–$70,Dolalghat River & Cultural Festival,Riverbank / Village,Monsoon,Eco / Cultural,Folk performances and environmental awareness activities.
548,phalate (bhumlu),kavrepalanchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.61,85.55,3,Phalate in Bhumlu is a rural settlement known for its farming practices and cultural traditions. It offers scenic views of hills and valleys,"From Kathmandu, drive east via Panchkhal to reach Phalate village in Bhumlu.",654,Quiet village with natural charm and rural lifestyle.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Phalate Bhumlu Village Cultural Day,Village Grounds,Autumn,Cultural,"Folk dances, music, and local handicrafts."
549,bhumlutar,kavrepalanchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.605,85.545,3,Bhumlutar is a hillside village surrounded by forests and farmland. It reflects traditional community life and offers cultural immersion,"From Kathmandu, drive east via Panchkhal to reach Bhumlutar village in Kavre District.",125,Scenic village in Bhumlu valley with farmland views.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Bhumlutar Highland Festival,Hill / Village Grounds,Spring,Cultural,"Folk music, dances, and handicraft exhibitions."
550,saping,kavrepalanchok,All Year,Village,Village & Rural Tourism,Hiking,Moderate,Road/Trail,27.62,85.54,3,"Saping is a rural settlement in Kavre district, known for its agricultural lifestyle and scenic surroundings.","From Kathmandu, drive east via Panchkhal to reach Saping village in Kavre District.",136,Village in Kavre with traditional farming and cultural life.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Saping Village Festival,Village Square,Autumn,Cultural,"Folk performances, music, and handicraft stalls."
551,kalika (kavre),kavrepalanchok,All Year,Temple/Hill,Natural Attractions,"Pilgrimage, Hike",Moderate,Road/Trail,27.63,85.56,3,"Kalika in Kavre district is a spiritual site dedicated to Goddess Kalika. It is surrounded by hills and forests, making it a peaceful destination.","From Kathmandu, drive east via Banepa and Panchkhal to Kalika village in Kavre.",652,Sacred temple site amidst scenic hill landscapes.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Kalika Temple Mela,Temple Grounds,March,Religious / Cultural,Devotional rituals with folk performances and community gathering.
552,sunkhani,kavrepalanchok,All Year,Valley,Natural Attractions,"Hiking, Local visit",Moderate,Road,27.64,85.57,3,Sunkhani is a rural village known for its farming practices and cultural traditions. It offers scenic views and authentic rural experiences,"From Kathmandu, drive east via Panchkhal and Dolalghat to reach Sunkhani village.From Kathmandu, drive east via Panchkhal Highway to Sunkhani village.",250159,Rural village known for agricultural practices and peaceful surroundings. Valley village known for agriculture and peaceful environment.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Sunkhani Highland Eco & Cultural Trek,Hill / Trek Area,Spring,Eco / Adventure,"Trekking, environmental awareness, and folk performances."
553,timure,nuwakot,All Year,Border/Checkpoint,Village & Rural Tourism,Trekking approach,Moderate,Road,27.96,85.33,3,"Timure is a border town in Rasuwa district, serving as a gateway to Tibet. It has historical and trade significance","From Kathmandu, drive north via Trishuli Bazaar and Rasuwa to reach Timure.",350,"Himalayan border village near Tibet, starting point for trekking.",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Timure Highland Cultural Festival,Village / Trek Base,Autumn,Adventure / Cultural,"Trekking, folk performances, and handicraft exhibitions."
