destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,events,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,hotel_name_1.1,hotel_location_1.1,hotel_review_short_1.1,hotel_rating_approx_1.1,hotel_price_1.1,hotel_name_2.1,hotel_location_2.1,hotel_review_short_2.1,hotel_rating_approx_2.1,hotel_price_2.1,hotel_name_3.1,hotel_location_3.1,hotel_review_short_3.1,hotel_rating_approx_3.1,hotel_price_3.1,restaurant_name_1.1,reataurant_location_name_1,restaurant_rating_1.1,restaurant_price_range_1.1,restaurant_name_2.1,reataurant_location_name_2,restaurant_rating_2.1,restaurant_price_range_2.1,restaurant_name_3.1,reataurant_location_name_3,restaurant_rating_3.1,restaurant_price_range_3.1,kmeans_cluster
509,shikharbesi (nuwakot),nuwakot,All Year,Town/Market,Urban & Modern Attractions,Local visit,Easy,Road,27.92,85.16,3,"A settlement in Nuwakot district, Shikharbesi is known for its rural charm and traditional lifestyle. It is surrounded by hills and forests, making it a peaceful destination.","['From Kathmandu, drive north via Tokha to reach Shikharbesi in Nuwakot District.']","[{'event_name': 'Shikharbesi Eco & Trekking Day', 'venue': 'Village / Trek Area', 'month___season': 'Spring', 'type': 'Adventure / Eco', 'description___source': 'Trekking with environmental awareness and local folk programs.'}]",450,['Gateway village for hiking trails and Himalayan vistas.'],The Famous Farm Nuwakot (Rural Heritage Accommodations),"Nuwakot,, Trisuli 44900","Decent rooms, perfect for budget travelers.",4.1,Mid: $25–$45,Nuwakot Hills Farmstay,"Keurini, Bidur 44900",Pleasant ambiance with good food and amenities.,4,Low: $12–$25,"HOTEL ROYAL Inn, Nuwakot.","Near Clock Tower, Bus park Road, Bidur 44900",Luxurious retreat with exceptional service.,3.8,High: $40–$70,No,No,No,No,No,No,No,No,No,No,No,No,The Famous Farm Nuwakot (Rural Heritage Accommodations),"Nuwakot,, Trisuli 44900","Decent rooms, perfect for budget travelers.",4.1,Mid: $25–$45,Nuwakot Hills Farmstay,"Keurini, Bidur 44900",Pleasant ambiance with good food and amenities.,4,Low: $12–$25,"HOTEL ROYAL Inn, Nuwakot.","Near Clock Tower, Bus park Road, Bidur 44900",Luxurious retreat with exceptional service.,3.8,High: $40–$70,No,No,No,No,No,No,No,No,No,No,No,No,0
510,ghyangphedi,nuwakot,All Year,Village,Village & Rural Tourism,"Trekking, Culture",Moderate,Road/Trail,27.9,85.04,3,"A village in Nuwakot district, Ghyangphedi is culturally rich and surrounded by natural landscapes. It is a stop for trekkers exploring the northern hills.","['From Kathmandu, drive north via Nuwakot to reach Ghyangphedi village.']","[{'event_name': 'Ghyangphedi Highland Festival', 'venue': 'Village / Hilltop', 'month___season': 'Summer', 'type': 'Cultural / Adventure', 'description___source': 'Folk dances, trekking, and handicrafts.'}]",650,['Peaceful rural community with traditional farming practices.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
511,helambu,sindhupalchok,Spring-Autumn,Trekking region,Trekking & Adventure,"Trekking, Monasteries",Moderate,Road/Trail,27.822,85.519,3,"A region north of Kathmandu, Helambu is famous for its Tamang and Sherpa culture, monasteries, and scenic trekking routes. It is a popular destination for short Himalayan treks.","['From Kathmandu, drive north via Sundarijal and Melamchi to reach the Helambu region.']","[{'event_name': 'Helambu Cultural Trekking Festival', 'venue': 'Trek / Villages', 'month___season': 'Autumn', 'type': 'Adventure / Cultural', 'description___source': 'Trekking, local culture, and handicraft exhibitions.'}]",900,['Popular trekking region with stunning scenery and Sherpa villages.'],Helambu Chanaute Resort,"Helambu-07,Sindhupalchok,Nepal Helambu, Chanaute Ichok Road, Ichok 45300",A cozy stay with basic comforts and local charm.,4.1,Mid: $25–$45,Helambu Riverside Resort and Organic Farm House,"WG5M+M3, Ichok",Pleasant ambiance with good food and amenities.,3.9,Low: $12–$25,Helambu Mountain Resort,Kiwool,Luxurious retreat with exceptional service.,4,High: $40–$70,No,No,No,No,No,No,No,No,No,No,No,No,Helambu Chanaute Resort,"Helambu-07,Sindhupalchok,Nepal Helambu, Chanaute Ichok Road, Ichok 45300",A cozy stay with basic comforts and local charm.,4.1,Mid: $25–$45,Helambu Riverside Resort and Organic Farm House,"WG5M+M3, Ichok",Pleasant ambiance with good food and amenities.,3.9,Low: $12–$25,Helambu Mountain Resort,Kiwool,Luxurious retreat with exceptional service.,4,High: $40–$70,No,No,No,No,No,No,No,No,No,No,No,No,1
512,bhotang,sindhupalchok,Spring-Autumn,Village,Village & Rural Tourism,Trekking,Moderate,Road/Trail,27.85,85.6,3,"A village in Sindhupalchok district, Bhotang is part of the Helambu trekking circuit. It is known for its cultural traditions and mountain views.","['From Kathmandu, drive north via Helambu trail to reach Bhotang village.']","[{'event_name': 'Bhotang Highland Cultural Day', 'venue': 'Village Grounds', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk music, dances, and handicraft stalls.'}]",875,['Traditional hill village offering cultural authenticity and scenic views.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
513,pachpokhari,sindhupalchok,Spring-Autumn,Sacred Lake,Natural Attractions,"Pilgrimage, Trekking",Hard,Trail,27.87,85.68,3,"Meaning “five lakes,” Pachpokhari in Sindhupalchok is a sacred pilgrimage site. It is surrounded by alpine scenery and attracts both trekkers and devotees.","['From Kathmandu, drive north via Helambu trail to reach Pachpokhari lake area.']","[{'event_name': 'Pachpokhari Religious & Eco Day', 'venue': 'Lake / Shrine Area', 'month___season': 'Summer', 'type': 'Religious / Eco', 'description___source': 'Pilgrimage rituals, trekking, and environmental awareness.'}]",123,['Village famous for its five sacred ponds and religious significance.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
514,phurbi chyachu,sindhupalchok,Spring,Peak/Mountain,Natural Attractions,"Expedition, Trekking",Hard,Trek,27.87,85.73,3,"A peak in the Langtang region, Phurbi Chyachu is a striking mountain often admired from trekking routes. It adds to the scenic beauty of the Himalayas.","['From Kathmandu, drive north via Helambu region to reach Phurbi Chyachu peak.']","[{'event_name': 'Phurbi Chyachu Trek & Culture Festival', 'venue': 'Trek Base / Village', 'month___season': 'Autumn', 'type': 'Adventure / Cultural', 'description___source': 'Trekking with folk performances and local crafts.'}]",258,['Himalayan settlement ideal for trekking and local culture immersion.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
515,tatopani (sindhupalchok),sindhupalchok,All Year,Hot spring,Wellness & Relaxation,"Bathing, Relax",Easy,Road,27.97,85.9,3,"A village near the Nepal-Tibet border, Tatopani is famous for its natural hot springs. It is a popular stop for travelers seeking relaxation and healing baths.","['From Kathmandu, drive northeast via Jiri and Tatopani to reach Sindhupalchok Tatopani.']","[{'event_name': 'Tatopani Hot Springs & Cultural Day', 'venue': 'Hot Springs / Village', 'month___season': 'Spring', 'type': 'Eco / Cultural', 'description___source': 'Hot spring wellness, folk performances, and handicraft stalls.'}]",159,['Hot spring destination and scenic riverside village.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
516,kodari,sindhupalchok,All Year,Border town,Urban & Modern Attractions,"Trade, Transit",Easy,Highway,27.99,85.94,3,"A border town in Sindhupalchok district, Kodari connects Nepal with Tibet via the Friendship Bridge. It has historical and trade significance","['From Kathmandu, drive northeast via Jiri and Tatopani to reach Kodari at Nepal-China border.']","[{'event_name': 'Kodari Border Cultural Exchange', 'venue': 'Border Area', 'month___season': 'Summer', 'type': 'Cultural / Cross-border', 'description___source': 'Cultural exchange festival highlighting Nepal–Tibet trade and folk performances.'}]",357,['Border town connecting Nepal to Tibet with cultural and trade significance.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
517,phulpingkatti,sindhupalchok,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.88,85.59,3,"A rural settlement in Sindhupalchok district, Phulpingkatti is known for its cultural traditions and hillside farming. It reflects authentic village life","['From Kathmandu, drive northeast via Jiri and Tatopani to reach Phulpingkatti.']","[{'event_name': 'Phulpingkatti Cultural Trek & Festival', 'venue': 'Village / Trek Base', 'month___season': 'Autumn', 'type': 'Adventure / Cultural', 'description___source': 'Trekking with local folk performances and handicraft exhibitions.'}]",654,['Remote village with pristine natural surroundings.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
518,bigu,dolakha,Spring-Autumn,Village,Village & Rural Tourism,"Hiking, Trekking",Moderate,Road/Trail,27.77,86.22,3,"A village in Dolakha district, Bigu is home to the Bigu Gompa, a Buddhist monastery. It is a spiritual site surrounded by scenic hills.","['From Kathmandu, drive north via Helambu and Melamchi Valley to reach Bigu village.'
 'From Kathmandu, drive north via Helambu and Melamchi Valley to Bigu village.']","[{'event_name': 'Bigu Highland Eco & Cultural Day', 'venue': 'Village / Hill Area', 'month___season': 'Spring', 'type': 'Eco / Cultural', 'description___source': 'Trekking, environmental awareness, and folk performances.'}, {'event_name': 'Bigu Highland Eco & Cultural Trek', 'venue': 'Trek / Village', 'month___season': 'Summer', 'type': 'Adventure / Cultural', 'description___source': 'Trekking and local folk performances.'}]",321330,"['High-altitude settlement in Helambu offering trekking and local hospitality.', 'Himalayan settlement offering trekking and mountain vistas.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
519,singati,ramechhap,All Year,Municipality,Urban & Modern Attractions,Local visit,Easy,Road,27.742,86.386,3,"A town in Dolakha district, Singati serves as a gateway to trekking routes in the Rolwaling Valley. It is a local trade center with cultural and natural significance","['From Kathmandu, drive northeast via Jiri and Ramechhap District to reach Singati.']","[{'event_name': 'Singati Village Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk dances, music, and handicraft exhibitions.'}]",987,['Rural town in Ramechhap with access to trekking routes.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
520,suri,ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.73,86.38,3,Suri is a hillside settlement known for its terraced fields and traditional lifestyle. The village offers scenic views of surrounding valleys and is often visited by trekkers exploring rural trails. Its cultural practices and agricultural heritage make it a peaceful destination for immersion in authentic Nepali life.,"['From Kathmandu, drive northeast via Jiri and Ramechhap to reach Suri village.']","[{'event_name': 'Suri Highland Trek & Culture Day', 'venue': 'Village / Hill', 'month___season': 'Summer', 'type': 'Adventure / Cultural', 'description___source': 'Trekking with local cultural performances and handicrafts.'}]",654,['Quiet village with traditional lifestyles and farming.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
521,jhyaku,ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.72,86.37,3,"Jhyaku is a rural village surrounded by forests and farmland. It reflects the simplicity of community-centered living, with traditional houses and shrines forming the heart of the settlement. The area is ideal for short hikes and cultural exploration.","['From Kathmandu, drive northeast via Sindhupalchok and Helambu to reach Jhyaku village.']","[{'event_name': 'Jhyaku Highland Eco Festival', 'venue': 'Hill / Village Grounds', 'month___season': 'Spring', 'type': 'Eco / Cultural', 'description___source': 'Folk performances combined with environmental awareness activities.'}]",125,['Small settlement known for its natural scenery.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0
522,gorpang,ramechhap,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.71,86.36,3,"Gorpang is a small settlement in the hills, known for its agricultural practices and natural beauty. It provides a glimpse into rural Nepali life, with terraced fields and scenic landscapes.","['From Kathmandu, drive northeast via Sindhupalchok District to reach Gorpang village.']","[{'event_name': 'Gorpang Adventure & Cultural Trek', 'venue': 'Trek Base / Village', 'month___season': 'Autumn', 'type': 'Adventure / Cultural', 'description___source': 'Trekking, local folk culture, and handicraft exhibitions.'}]",136,['Himalayan village offering serene landscapes and trekking access.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
523,lamidada,ramechhap,All Year,Hill village,Natural Attractions,Local visit,Moderate,Road,27.7,86.35,3,"Lamidada is a hilltop area offering panoramic views of valleys and distant Himalayan peaks. It is a popular stop for trekkers and locals, with cultural shrines adding spiritual significance to the site","['From Kathmandu, drive northeast via Ramechhap and Jiri to reach Lamidada.']","[{'event_name': 'Lamidada Village Festival', 'venue': 'Village Square', 'month___season': 'Summer', 'type': 'Cultural', 'description___source': 'Folk dances, music, and local handicraft stalls.'}]",652,['Peaceful village with scenic views of surrounding hills.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
524,jiri,dolakha,All Year,Hill town,Natural Attractions,Trekking start point,Moderate,Road,27.63,86.23,3,"Jiri, often called the “Switzerland of Nepal,” is a hill town in Dolakha district. It is historically significant as the starting point of early Everest expeditions. Surrounded by lush hills and alpine scenery, Jiri combines cultural heritage with trekking opportunities.","['From Kathmandu, drive east via Charikot and Shivalaya to reach Jiri town.'
 'From Kathmandu, drive east via Dolakha District and use Araniko Highway to reach Jiri.']","[{'event_name': 'Jiri Himalayan Cultural Trek', 'venue': 'Trek Base Camps', 'month___season': 'Autumn', 'type': 'Adventure / Cultural', 'description___source': 'Trekking through remote villages with cultural programs and handicrafts.'}, {'event_name': 'Jiri Highland Eco & Cultural Trek', 'venue': 'Trek / Village', 'month___season': 'Spring', 'type': 'Adventure / Cultural', 'description___source': 'Trekking, folk performances, and handicraft exhibitions.'}]",250500,"['Famous starting point for Everest treks with historical significance.', 'Gateway town to Everest region with historical significance.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
525,rasnalu,ramechhap,All Year,Village,Village & Rural Tourism,"Trekking, Culture",Moderate,Road/Trail,27.56,86.3,3,"Rasnalu is a rural village known for its farming lifestyle and traditional practices. It is surrounded by hills and rivers, offering a peaceful environment for visitors seeking authentic cultural immersion.","['From Kathmandu, drive northeast via Ramechhap District to reach Rasnalu village.']","[{'event_name': 'Rasnalu Highland Festival', 'venue': 'Village Grounds', 'month___season': 'Spring', 'type': 'Cultural', 'description___source': 'Folk music, dances, and handicraft exhibitions.'}]",350,['Traditional village in Ramechhap with agricultural roots.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
526,gupteshwor (ramechhap),ramechhap,All Year,Temple,Cultural & Religious Sites,"Pilgrimage, Visit",Easy,Road,27.4,86.1,3,"Gupteshwor is a sacred temple in Ramechhap district dedicated to Lord Shiva. It is a spiritual site visited by pilgrims and locals, surrounded by natural landscapes that enhance its serene atmosphere.","['From Kathmandu, drive northeast to Ramechhap District to reach Gupteshwor Temple.']","[{'event_name': 'Gupteshwor Temple Festival', 'venue': 'Temple Grounds', 'month___season': 'February', 'type': 'Religious / Cultural', 'description___source': 'Devotional rituals with folk performances and local food stalls.'}]",330,['Sacred site featuring temples and local pilgrimage.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,2
527,ramechhap (hq),ramechhap,All Year,District HQ,Village & Rural Tourism,"Services, Market",Easy,Highway,27.336,86.063,3,"Ramechhap headquarters is the administrative center of the district, serving as a hub for governance, trade, and community activities. It blends modern development with traditional culture, making it a gateway to rural destinations.","['From Kathmandu, drive northeast via Charikot to reach Ramechhap headquarters.']","[{'event_name': 'Ramechhap Town Cultural Week', 'venue': 'Town Square', 'month___season': 'Autumn', 'type': 'Cultural / Tourism', 'description___source': 'Folk performances, handicraft exhibitions, and local trade stalls.'}]",700,['Administrative center with markets and local culture.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
528,rampur (ramechhap),ramechhap,All Year,Town,Urban & Modern Attractions,Local visit,Easy,Road,27.3,86.05,3,Rampur is a settlement in Ramechhap district known for its agricultural lifestyle and cultural traditions. It reflects the harmony between rural living and natural surroundings.,"['From Kathmandu, drive northeast via Ramechhap District to reach Rampur village.']","[{'event_name': 'Rampur Village Festival', 'venue': 'Village Grounds', 'month___season': 'Summer', 'type': 'Cultural', 'description___source': 'Folk dances, music, and local handicraft display.'}]",750,['Scenic town along trade routes with rural charm.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
