destination,clean_text,spring,summer,autumn,winter,cluster
tilathi ghat,river nature photography natural attraction sightseeing photography river walk birdwatching tilathi ghat saptari sacred riverbank devotee gather chhath festival worship sun god spiritual cultural gathering place,1,0,1,0,1
tilathi–koilabas border village,border river village natural attraction sightseeing photography cultural tour local interaction border village connecting nepal india hub trade cultural exchange reflecting shared tradition livelihood community side,1,0,1,0,1
tulsipur cultural center,cultural local art heritage cultural religious site cultural tour workshop photography local experience tulsipur cultural center hub preserving promoting tradition madhesh terai region host cultural program exhibition community event highlight mithila art folk music local heritage,1,0,1,0,1
dhobi tole / cultural street,cultural local market food heritage cultural religious site food exploration photography local experience shopping dhobi tole vibrant cultural street known traditional artisan local market historic house living museum madheshi lifestyle visitor experience folk music street food colorful festival street embodies everyday rhythm terai town blending commerce culture,1,0,1,0,1
salhesh fulbari,nature cultural natural attraction nature walk photography festival situated siraha salhesh fulbari historic garden tied local mythology famous orchid bloom first day nepali new year baishakh thousand gather annually fulbari mela celebrating demigod salhesh romantic legend associated site,1,0,0,0,1
bariyarpur historical sites,historical heritage culture cultural religious site cultural tour photography exploration bariyarpur bara district famous gadhimai temple world largest animal sacrifice festival held every five year town history tied devotion goddess gadhimai making culturally significant controversial,1,0,1,0,1
chinnamasta bhagawati temple,religious pilgrimage cultural religious site pilgrimage ritual located saptari district temple one nepal revered shakti peethas dedicated goddess chinnamasta famous tantric significance draw thousand devotee dashain hindu festival temple architecture ritual reflect century devotion goddess power transformation,0,0,1,1,5
laukaha border market (siraha),trade market urban modern attraction sightseeing shopping situated near border laukaha bustling market town connects siraha district bihar india long hub trade attracting nepali shopper festival historically linked karnat dynasty remains lively commercial zone,0,0,0,0,4
tulsipur cultural center (mahottari),cultural art cultural religious site cultural tour photography cultural center mahottari district serf hub preserving promoting madheshi tradition host exhibition folk performance educational program highlight district rich heritage center gathering place artist community leader,0,0,1,1,5
sakhuwa mahadev temple (sarlahi),spiritual culture cultural religious site temple visit cultural tour sacred shiva temple sarlahi sakhuwa mahadev revered ancient shivling local legend pilgrim visit seek blessing especially shivaratri temple surrounded serene natural setting making spiritual peaceful retreat,0,0,1,0,3
birgunj heritage sites (parsa),historical cultural cultural religious site heritage walk photography birgunj gateway nepal rich heritage site old temple ghat structure multicultural identity reflected hindu shrine mosque bustling bazaar site narrate city role trade hub nepal india,0,0,1,1,5
bardibas,municipality urban modern attraction local visit market bardibas mahottari district growing commercial town key junction highway known lively market transport connection cultural blend hill terai community town rapidly developing regional hub,0,0,0,0,4
laxminiya,village village rural tourism local visit laxminiya dhanusha district rural settlement known agricultural lifestyle traditional madheshi culture village host local fair religious gathering reflecting community close tie land tradition,0,0,0,0,0
belgachhi,village village rural tourism local visit belgachhi morang district small town historical significance trading post surrounded fertile plain known vibrant local market area reflects multicultural fabric eastern terai,0,0,0,0,0
hathilet,village village rural tourism local visit hathilet mahottari district rural municipality deep cultural root known temple agricultural field traditional madheshi lifestyle festival fair central identity,0,0,0,0,0
dhalkebar,village temple cultural religious site local visit religious dhalkebar dhanusha district major transport hub famous dhalkebar largest electricity transmission station nepal also growing commercial town strong cultural tradition,0,0,0,0,4
batauwa,village village rural tourism local visit batauwa small settlement terai known agricultural field traditional village life reflects everyday rhythm madheshi community family seasonal festival,0,0,0,0,0
bharatpur,town urban modern attraction market cultural visit bharatpur chitwan district one nepal city gateway chitwan national park hub healthcare education commerce city blend modern development cultural heritage,0,0,0,0,4
fulakaha,village village rural tourism local visit fulakaha siraha district rural settlement tied local legend traditional farming known cultural fair religious ritual bring together community festive season,0,0,0,0,0
